Pre: Q1,Pre: Q3,L1: Q1,L1: Q3,E1: Q1,E1: Q3,E2: Q1,E2: Q3,E3: Q1,E3: Q3,R1: Q1,R1: Q3,R2: Q1,R2: Q3
0.030318499999999998,0.0319265,0.03535125,0.08822225,0.046793249999999995,0.2846775,0.032339,0.039659,0.029953,0.032086,0.0287255,0.06544074999999999,0.031623,0.03808175
0.02573,0.025933499999999998,0.02583975,0.0260795,0.025772749999999997,0.02616475,0.025764,0.025944,0.025739,0.025939,0.025787499999999998,0.0259845,0.02574575,0.025991
0.024982,0.038084,0.02737775,0.0309345,0.23013250000000002,0.436775,0.029878,0.046767,0.025078,0.026487,0.02540325,0.02704875,0.026350250000000002,0.027976
0.038294,0.040119,0.03892425,0.10979,0.06435725,0.4172975,0.03637,0.068707,0.035409,0.037511,0.0362915,0.038526500000000005,0.035935999999999996,0.038171
0.031295,0.035968,0.08895025000000001,0.32765500000000003,0.03555725,0.155005,0.02842,0.030028,0.027767,0.028764,0.027660999999999998,0.02859425,0.02727725,0.02818225
0.0352485,0.0410685,0.24743249999999997,0.40744,0.036172,0.1727125,0.040203,0.055773,0.038851,0.051241,0.03713325,0.03909475,0.03720875,0.03887075
0.0251525,0.026202,0.02508575,0.025847250000000002,0.02676325,0.1227125,0.0259,0.027852,0.02565,0.027108,0.025723250000000003,0.02721625,0.0256505,0.027236249999999997
0.029737,0.037962499999999996,0.037221000000000004,0.038398999999999996,0.03827,0.05144699999999999,0.039077,0.041952,0.037548,0.038818,0.037546249999999996,0.03865525,0.03654375,0.0379265
0.028066,0.032302,0.08707699999999999,0.29401,0.030186,0.0724845,0.028045,0.029628,0.027265,0.028968,0.0270025,0.028484750000000003,0.0264425,0.02786475
0.027665000000000002,0.029848,0.02633425,0.0275915,0.028573,0.090533,0.029835,0.030765,0.029441,0.030225,0.029707249999999998,0.03048,0.02126925,0.030276249999999998
