Pre: Q1,Pre: Q3,L1: Q1,L1: Q3,E1: Q1,E1: Q3,E2: Q1,E2: Q3,E3: Q1,E3: Q3,R1: Q1,R1: Q3,R2: Q1,R2: Q3
0.0303425,0.031247999999999998,0.03013925,0.0309245,0.030459499999999997,0.03109675,0.030231,0.030873,0.030268,0.031013,0.030352999999999998,0.031191499999999997,0.030318750000000002,0.031086
0.0317795,0.032725500000000005,0.032388,0.03379674999999997,0.036414,0.1153,0.033157,0.034102,0.032777,0.033606,0.03271825,0.03348075,0.03242475,0.03328275
0.03987400000000001,0.041580000000000006,0.04005725,0.04216525,0.040988,0.0425845,0.04007,0.041838,0.039564,0.040949,0.03986225,0.0410935,0.03972675,0.040993999999999996
0.028519,0.030925,0.02874425,0.030802499999999997,0.02929825,0.033807000000000004,0.029378,0.032408,0.02889,0.030634,0.028920750000000002,0.030376999999999998,0.028812749999999998,0.03051
0.0337755,0.035377,0.03395975,0.03543575,0.034365,0.03572075,0.034019,0.035363,0.034012,0.035371,0.03414749999999997,0.035423,0.03404025,0.0353855
0.0329305,0.035789,0.033061249999999924,0.035047999999999996,0.03361225,0.03582725,0.032815,0.034996,0.032565,0.034888,0.03241575,0.03482025,0.03240975,0.0346635
0.026253,0.026492500000000002,0.026231,0.0264795,0.026233,0.026492750000000002,0.026413,0.029949,0.026264,0.02652,0.02618725,0.026416000000000002,0.02620675,0.026446
0.028409999999999998,0.0293245,0.029188,0.16582249999999998,0.09600575,0.15312750000000003,0.030378,0.079582,0.029301,0.030176,0.02896,0.03020875,0.02874475,0.0298475
0.028566,0.0345215,0.032802250000000005,0.039319,0.0291435,0.03148125,0.02795,0.029915,0.028665,0.030511,0.027048,0.02883575,0.02635325,0.028233
0.0259785,0.0273615,0.02592,0.026646,0.0261895,0.026563249999999997,0.028084,0.066873,0.027341,0.032503,0.0264425,0.02716575,0.02587525,0.02638
0.034201999999999996,0.036054,0.034253000000000006,0.03638675,0.037049250000000006,0.125375,0.035989,0.041258,0.035191,0.036625,0.034596,0.0370555,0.0347145,0.0368505
0.024767499999999998,0.025969,0.0248845,0.02578175,0.033296,0.08036924999999989,0.025676,0.0268,0.025432,0.026439,0.02534775,0.0265045,0.02522675,0.026306750000000004
0.0268985,0.027382499999999997,0.026799999999999997,0.02727575,0.026865,0.027238750000000003,0.026933,0.027382,0.02676,0.027287,0.02682225,0.027224500000000002,0.02670275,0.02714075
0.032762999999999945,0.033959500000000004,0.032817,0.03360175,0.032795,0.033954750000000006,0.03246,0.033686,0.03256,0.03392,0.03249325,0.033873249999999994,0.032437749999999925,0.03359074999999992
0.029713999999999997,0.0304695,0.03044225,0.03139449999999992,0.07430824999999999,0.1177375,0.031367,0.12907,0.029512,0.030355,0.029310999999999997,0.030135999999999996,0.029405999999999998,0.03027925
0.0367515,0.135285,0.037145750000000005,0.0861885,0.029565249999999998,0.03105675,0.028568,0.032944,0.02788,0.028265,0.02827475,0.02912,0.028498000000000002,0.03635575
0.03208,0.033285999999999996,0.0318727499999999,0.032713,0.03188675,0.03260325,0.031885,0.032599,0.031783,0.032507,0.03165075,0.03243624999999997,0.03149675,0.03223525
0.0319305,0.034902,0.03173,0.03447775,0.095169,0.39944,0.035161,0.037183,0.034717,0.035931,0.0341975,0.035491249999999995,0.03297825,0.034200999999999995
0.0335845,0.034587999999999994,0.03350325,0.0368495,0.036184999999999995,0.17785249999999997,0.034126,0.036954,0.033539,0.0343,0.0335265,0.03444624999999997,0.03365075,0.034645999999999996
0.037114,0.038498,0.03705275,0.0377015,0.037576750000000006,0.03819475,0.037565,0.040473,0.036909,0.037563,0.0367115,0.03740025,0.03687825,0.03770275
0.029904,0.0308865,0.0297235,0.03079725,0.0306715,0.07624800000000001,0.034507,0.077536,0.030474,0.03149,0.0303065,0.03133775,0.0303585,0.031119249999999998
0.025995499999999998,0.026336,0.026036749999999997,0.026345999999999998,0.02641125,0.0770355,0.0340899999999999,0.14753,0.030141,0.031926,0.028895749999999998,0.0301265,0.02779025,0.028977000000000003
0.0415895,0.043943499999999996,0.0419975,0.0437555,0.04564825,0.08620399999999998,0.041267,0.0437,0.040867,0.042978,0.04082175,0.042999,0.041103,0.04352299999999999
0.0268045,0.0281775,0.026819000000000003,0.03999825,0.027666,0.04183125,0.025707,0.026943,0.027138,0.027356,0.02748825,0.0278815,0.028671,0.02919675
0.0256925,0.0265205,0.025575499999999998,0.025828249999999997,0.02546375,0.02592125,0.025496,0.025945,0.025533,0.025942,0.025518,0.025899,0.025278750000000003,0.025657
0.031282500000000005,0.0332985,0.0315085,0.0328945,0.0313055,0.03406375,0.031267,0.03271,0.031052,0.032761,0.03113575,0.03290975,0.03093475,0.03299925
0.026654,0.043201500000000004,0.02632375,0.026937750000000003,0.02608475,0.02625525,0.025737,0.025956,0.025685,0.025896,0.02570725,0.025863000000000004,0.025652750000000002,0.02583025
0.031975500000000004,0.0326085,0.03161625,0.0324145,0.055230749999999995,0.17490499999999998,0.032013,0.0331329999999999,0.031768,0.032493,0.03174425,0.0324975,0.031724249999999996,0.032593
0.0295235,0.030036,0.02947125,0.029925,0.02976325,0.031493,0.029675,0.030086,0.0297089999999999,0.030168,0.029554,0.03006125,0.0295835,0.03006775
