Pre: Q1,Pre: Q3,L1: Q1,L1: Q3,E1: Q1,E1: Q3,E2: Q1,E2: Q3,E3: Q1,E3: Q3,R1: Q1,R1: Q3,R2: Q1,R2: Q3
0.0201425,0.0203285,0.02017725,0.020331000000000002,0.0201445,0.020324000000000002,0.020149,0.020317,0.020132,0.020271,0.02013475,0.0203375,0.020103000000000003,0.0203085
0.024926,0.03516649999999995,0.03146575,0.06561725,0.35214750000000006,0.599495,0.035006,0.044645,0.029528,0.0321399999999999,0.026599499999999998,0.02734425,0.02517125,0.0272315
0.021447,0.025437,0.040313999999999996,0.04863425,0.031049,0.038208500000000006,0.023715,0.027588,0.022099,0.023266,0.021412749999999998,0.023183749999999996,0.030970750000000002,0.098007
0.0302185,0.038323499999999996,0.036413999999999995,0.30847749999999996,0.034248249999999994,0.056073,0.033087,0.055023,0.03242,0.036421,0.03211075000000001,0.03616925,0.0324825,0.03706325
0.041360999999999995,0.0465485,0.043444,0.04586225,0.05943849999999993,0.2779625,0.044058,0.046511,0.037915,0.062334,0.03465549999999992,0.0362675,0.03458375,0.03677375
0.02034,0.021788500000000002,0.020232749999999997,0.020451,0.0203535,0.020785249999999998,0.020268,0.020536,0.020242,0.020661,0.02019725,0.021105,0.01993,0.02054625
0.0226635,0.023693,0.02294475,0.023920749999999998,0.10000925,0.25582499999999997,0.029101,0.094585,0.025416,0.026722,0.025314,0.02626775,0.025058749999999998,0.026924999999999998
0.018074,0.0277155,0.030524250000000003,0.0724902499999999,0.019028250000000003,0.0218125,0.017509,0.01821,0.0169969999999999,0.017409,0.016774499999999977,0.01702325,0.016628499999999925,0.01683925
0.025230000000000002,0.026735000000000002,0.023466,0.1383875,0.11109999999999998,0.35484499999999997,0.047398,0.060279,0.032524,0.037945,0.027568000000000002,0.029273,0.026762,0.02900025
0.0108135,0.026404499999999997,0.0064555249999999256,0.006622225,0.0063295,0.0129285749999999,0.0067111,0.0082835,0.0070433,0.0075215,0.006507649999999925,0.006702275,0.007209024999999999,0.008527274999999999
0.01589099999999995,0.051689,0.0062061749999999995,0.006963475,0.006487325,0.013295099999999999,0.0067146999999999,0.0086121,0.0070433,0.0075215,0.006507649999999925,0.006702275,0.007209024999999999,0.008527274999999999
0.0350575,0.036853,0.043838249999999995,0.18749,0.05968775,0.24938,0.040329,0.050402,0.030943,0.036054,0.030183,0.030971,0.030643,0.039376999999999995
0.026286999999999998,0.0265115,0.026547,0.02674675,0.026399249999999975,0.026790500000000002,0.026353,0.026532,0.026306,0.026478,0.02631125,0.0265465,0.02624425,0.026475
0.0298445,0.033614,0.029828,0.1344785,0.04065825,0.2246525,0.025804,0.028212,0.024487,0.025414,0.02463075,0.025727,0.025345,0.02619875
0.035464999999999997,0.037714,0.037431,0.32627249999999997,0.06585099999999999,0.08565275,0.033386,0.047245,0.032283,0.033529,0.031891249999999996,0.0333085,0.032246,0.03360775
0.0208765,0.021790999999999998,0.02083275,0.02236625,0.021078,0.022,0.020746,0.021081,0.02067,0.021006,0.02068025,0.0209095,0.0204305,0.0206965
0.030021,0.0328165,0.06958999999999993,0.33408000000000004,0.09278275,0.14857499999999998,0.058628,0.10485,0.032799,0.036382,0.03092025,0.034132499999999996,0.0314965,0.0346265
0.0440725,0.054928000000000005,0.2265525,0.504235,0.1035325,0.21900999999999998,0.046164,0.058846,0.038844,0.041932,0.03795075,0.04046,0.037166500000000005,0.04059925
0.0285055,0.03164,0.029416499999999998,0.032587,0.04516674999999999,0.1867325,0.036368,0.039072,0.034555,0.035689,0.03421275,0.035094749999999994,0.033903749999999976,0.03523725
0.021324000000000003,0.037044,0.02322575,0.02574925,0.021123250000000003,0.023731000000000002,0.019179,0.020411,0.018957,0.020058,0.01877075,0.019449750000000002,0.01877425,0.0197035
0.025199,0.0318635,0.027407,0.32977,0.1021625,0.17689,0.035015,0.12944,0.0283279999999999,0.03046,0.026588,0.02839625,0.0264305,0.028007
0.026776,0.030614,0.03632275,0.038816500000000004,0.0351215,0.037037,0.029811,0.031342,0.029736,0.031393,0.027919,0.02888175,0.026390999999999998,0.027353000000000002
0.0275035,0.028405,0.027986749999999998,0.029188749999999923,0.0272545,0.02862275,0.027666,0.02859,0.027799,0.028697,0.027826499999999997,0.0289115,0.027717000000000002,0.0287025
0.0248345,0.026291000000000002,0.025021250000000002,0.026082,0.02484525,0.026540750000000002,0.024657,0.026594,0.026726,0.089689,0.026535999999999997,0.0289295,0.024398749999999997,0.024957999999999998
0.035732,0.037045999999999996,0.036152500000000004,0.280415,0.045918249999999994,0.073674,0.03693,0.038664,0.03676,0.037998,0.03673125,0.038283750000000005,0.036969999999999996,0.038170499999999996
0.023181,0.023413999999999997,0.0232615,0.024650000000000002,0.02315225,0.02344,0.023249,0.023482,0.023171,0.023423,0.023189249999999998,0.02336375,0.02320075,0.023409
0.0204685,0.0206565,0.02081175,0.022409250000000002,0.0207085,0.02144575,0.020506,0.020677,0.020499,0.020679,0.0204675,0.02068925,0.020440999999999997,0.02061
0.0178485,0.0266835,0.033713,0.08707424999999999,0.09885325,0.15639999999999998,0.017818,0.079136,0.015961,0.016352,0.014969499999999926,0.015481249999999976,0.01468975,0.015157499999999925
0.025454499999999998,0.027237499999999998,0.028284250000000004,0.250335,0.05640575,0.32342999999999994,0.023462,0.038279,0.021145,0.02175,0.02149925,0.02190125,0.02238825,0.02363825
