NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.26214,1.178,1.2829,1.2926,1.078,1.3033,1.3486,1.3358
0.025062,0.032113,0.026554,0.036865,0.028577,0.02013,0.025344,0.023481
0.025256,0.033453,0.026239,0.037105,0.028474,0.020168,0.024589,0.023792
0.025036,0.033509,0.0246,0.037142,0.028755,0.020094,0.0238,0.024374
0.024349,0.033255,0.024753,0.036989,0.029469,0.019838,0.023819,0.02391
0.024594,0.030732,0.025371,0.036153,0.02837,0.019665,0.024545,0.024242
0.024448,0.029873,0.025752,0.035446,0.027917,0.019698,0.025172,0.023171
0.024705,0.027961,0.025197,0.033989,0.028271,0.019606,0.024893,0.023254
0.086844,0.032148,0.026788,0.034438,0.028107,0.019536,0.024625,0.023442
0.35878,0.030949,0.02475,0.036206,0.02929,0.01981,0.023735,0.023306
0.41114,0.034073,0.025048,0.034931,0.029698,0.019492,0.023559,0.023602
0.31263,0.032479,0.024843,0.033813,0.029105,0.019642,0.024327,0.023382
0.23224,0.031505,0.025072,0.036005,0.028051,0.01952,0.024424,0.023431
0.21273,0.029062,0.025078,0.032881,0.027954,0.019344,0.025523,0.023724
0.16991,0.027943,0.027437,0.03194,0.028047,0.019254,0.024778,0.023655
0.14796,0.032295,0.02449,0.031815,0.027959,0.019092,0.023291,0.023341
0.11982,0.030123,0.024843,0.031098,0.028146,0.019165,0.023155,0.022619
0.093867,0.031975,0.025881,0.032563,0.029359,0.01947,0.023354,0.023001
0.077249,0.030172,0.025719,0.031826,0.028688,0.019767,0.023653,0.023601
0.064691,0.029016,0.024812,0.032432,0.028507,0.019564,0.024485,0.023855
0.059071,0.028029,0.027642,0.031196,0.028556,0.019499,0.024503,0.023102
0.049626,0.029944,0.024672,0.030803,0.027938,0.019586,0.023141,0.022512
0.046543,0.031596,0.024508,0.030555,0.02834,0.019467,0.022593,0.022615
0.043531,0.031898,0.024837,0.030793,0.029698,0.019592,0.023123,0.022681
0.039319,0.032254,0.025193,0.031299,0.028783,0.019575,0.024347,0.023398
0.036821,0.029444,0.025235,0.030802,0.028395,0.019399,0.024264,0.023191
0.035292,0.028905,0.027204,0.030275,0.028431,0.019505,0.023808,0.023226
0.033032,0.027556,0.024947,0.030467,0.028413,0.019312,0.023662,0.023583
0.031431,0.031954,0.024483,0.030792,0.029402,0.019407,0.022519,0.023171
0.031082,0.030106,0.024839,0.029855,0.029642,0.019437,0.02251,0.023246
0.039134,0.42085,0.025314,0.06508,0.029645,0.022321,0.023029,0.0233
0.043488,0.40011,0.024624,0.11622,0.029182,0.02126,0.024269,0.022764
0.03087,0.24731,0.026859,0.049729,0.028965,0.019522,0.023721,0.023109
0.028838,0.17009,0.024848,0.039531,0.029415,0.019385,0.023041,0.023785
0.028216,0.19605,0.024537,0.041669,0.02956,0.019409,0.021554,0.02298
0.027856,0.12506,0.025255,0.039731,0.029985,0.019268,0.022078,0.022695
0.027393,0.098149,0.025319,0.035793,0.029428,0.019289,0.022999,0.021865
0.026837,0.099081,0.025473,0.036055,0.02809,0.019811,0.02263,0.022586
0.027003,0.08723,0.026728,0.034198,0.028907,0.019146,0.023258,0.023183
0.027544,0.072597,0.025055,0.032122,0.028921,0.019118,0.023215,0.023134
0.02804,0.066384,0.023581,0.031211,0.028522,0.019303,0.021273,0.022873
0.027375,0.060113,0.024555,0.030792,0.02927,0.019365,0.021413,0.022411
0.02741,0.054116,0.025045,0.030358,0.029592,0.0192,0.02217,0.022593
0.027158,0.049583,0.024892,0.029992,0.028785,0.019117,0.022159,0.023035
0.026862,0.045253,0.025158,0.029784,0.029173,0.019242,0.022669,0.023059
0.026694,0.04178,0.025994,0.02869,0.028883,0.01909,0.021678,0.02298
0.026726,0.038942,0.023949,0.028473,0.028947,0.019089,0.021267,0.022285
0.02675,0.037197,0.024946,0.028646,0.029163,0.01901,0.020763,0.022765
0.026953,0.039686,0.02516,0.027844,0.029699,0.01908,0.02111,0.02244
0.026994,0.035219,0.025429,0.028748,0.028775,0.01905,0.02221,0.022201
0.026704,0.038051,0.025526,0.029052,0.02951,0.019142,0.022095,0.022823
0.026756,0.036809,0.026865,0.028501,0.028793,0.019293,0.021118,0.022163
0.026719,0.037734,0.024338,0.028846,0.02921,0.019332,0.021274,0.022418
0.02646,0.034058,0.02405,0.028177,0.029859,0.019262,0.019758,0.022917
0.026404,0.034176,0.024625,0.028202,0.029744,0.019274,0.019329,0.022575
0.026216,0.036433,0.0258,0.027612,0.029119,0.01917,0.019541,0.022348
0.026195,0.034282,0.024968,0.028144,0.029383,0.01936,0.020942,0.021387
0.0261,0.033511,0.026609,0.02826,0.029328,0.01915,0.019883,0.021779
0.026178,0.030902,0.023986,0.0286,0.029335,0.019047,0.019435,0.02219
0.026106,0.029586,0.02445,0.028322,0.029836,0.019189,0.018411,0.022233
0.026425,0.028526,0.025288,0.027764,0.029828,0.018771,0.018286,0.022696
0.026821,0.031082,0.025592,0.028188,0.031101,0.018937,0.018035,0.021751
0.026773,0.033882,0.025119,0.027854,0.029479,0.01895,0.018405,0.021379
0.027401,0.032049,0.027085,0.027539,0.030569,0.019116,0.017848,0.021774
0.028261,0.03227,0.024353,0.028011,0.030072,0.018922,0.017585,0.021394
0.028289,0.030227,0.02486,0.028135,0.030136,0.018936,0.017159,0.021812
0.028688,0.028996,0.025105,0.028375,0.030807,0.018813,0.016682,0.021181
0.029053,0.027036,0.024688,0.028335,0.030933,0.018815,0.016369,0.02112
0.029257,0.032343,0.024947,0.027838,0.031458,0.018888,0.016361,0.020617
0.12404,0.030805,0.026721,0.027907,0.030629,0.018728,0.016239,0.020135
0.34544,0.23426,0.024256,0.03326,0.029959,0.019231,0.017028,0.020055
0.4243,0.55709,0.024557,0.047611,0.030493,0.020191,0.016629,0.019784
0.34374,0.21392,0.024518,0.067343,0.030698,0.019449,0.015731,0.019862
0.1972,0.24572,0.024335,0.035792,0.030306,0.018977,0.015375,0.019846
0.12518,0.23516,0.025021,0.029831,0.031404,0.018913,0.015208,0.019692
0.11045,0.13924,0.02658,0.028403,0.029905,0.018891,0.015249,0.019429
0.11522,0.095693,0.024285,0.027886,0.030933,0.021473,0.014877,0.018841
0.11016,0.0684,0.024067,0.027677,0.030909,0.020185,0.014899,0.018319
0.10321,0.060089,0.024599,0.027379,0.030806,0.018902,0.014813,0.018717
0.084848,0.051638,0.024242,0.027873,0.031959,0.022747,0.014859,0.019048
0.068154,0.043832,0.024665,0.02766,0.032501,0.021081,0.014831,0.018519
0.064979,0.1499,0.0265,0.029156,0.032435,0.019052,0.01486,0.018575
0.058848,0.58004,0.025713,0.092824,0.031542,0.024038,0.014865,0.018045
0.059064,0.53539,0.024856,0.12524,0.031243,0.02306,0.014908,0.018481
0.041201,0.36306,0.024435,0.066972,0.030872,0.018771,0.014705,0.018227
0.038802,0.22899,0.025285,0.047336,0.030533,0.018677,0.014853,0.017876
0.037032,0.10345,0.048812,0.035069,0.030993,0.018738,0.014886,0.01766
0.0353,0.068728,0.56245,0.033877,0.03094,0.019575,0.022388,0.030719
0.033504,0.054975,0.36108,0.032783,0.029557,0.021985,0.039962,0.057287
0.033763,0.046357,0.27343,0.03141,0.029927,0.022633,0.051422,0.071939
0.035536,0.040426,0.26492,0.030674,0.029469,0.024175,0.037204,0.090019
0.032418,0.038679,0.13591,0.029557,0.029153,0.025806,0.032797,0.075932
0.030252,0.034806,0.0871,0.029191,0.02896,0.030226,0.038748,0.10632
0.028517,0.031558,0.063902,0.028937,0.030007,0.021776,0.026217,0.076372
0.027772,0.029617,0.052991,0.028983,0.029452,0.022946,0.028007,0.050252
0.027208,0.03444,0.045918,0.028863,0.029231,0.02299,0.019793,0.032732
0.027016,0.030807,0.04132,0.02955,0.029119,0.019794,0.018299,0.021856
0.026064,0.032488,0.038926,0.029407,0.028963,0.019443,0.016561,0.023279
0.025558,0.032275,0.036875,0.02939,0.028838,0.019416,0.01638,0.022015
0.024926,0.029745,0.036424,0.028342,0.029382,0.01893,0.015599,0.01915
0.02449,0.02878,0.036165,0.028339,0.028536,0.019147,0.015345,0.018745
0.027899,0.047862,0.039871,0.032985,0.033313,0.019789,0.0159,0.020124
0.03328,0.47472,0.033805,0.12099,0.028616,0.020406,0.014867,0.017462
0.032331,0.2867,0.032409,0.063199,0.028811,0.019809,0.014657,0.017016
0.025021,0.24988,0.034362,0.038257,0.029907,0.019484,0.014377,0.016862
0.024523,0.13046,0.033534,0.028123,0.02855,0.019228,0.014403,0.016955
0.02434,0.088166,0.0316,0.027689,0.028061,0.019269,0.014253,0.02191
0.025005,0.069151,0.03147,0.027158,0.028064,0.021414,0.01449,0.055149
0.023829,0.058018,0.031215,0.027231,0.027777,0.031196,0.051104,0.096244
0.0241,0.052184,0.028762,0.027356,0.028685,0.033346,0.035845,0.071266
0.024605,0.047917,0.031946,0.028849,0.14233,0.023546,0.02589,0.11793
0.02508,0.044014,0.031389,0.028697,0.31177,0.039634,0.031398,0.11474
0.024712,0.038619,0.030936,0.028493,0.40222,0.032918,0.023035,0.13075
0.024595,0.035861,0.029709,0.027767,0.19477,0.024048,0.016273,0.065759
0.02475,0.034745,0.030049,0.0273,0.12085,0.033588,0.023437,0.082187
0.024681,0.032155,0.028317,0.027325,0.073166,0.04765,0.035008,0.066045
0.024156,0.030197,0.032196,0.027337,0.12313,0.040383,0.0304,0.077082
0.024134,0.028561,0.031279,0.027592,0.35135,0.046134,0.033176,0.08288
0.024783,0.027014,0.029934,0.028455,0.35047,0.022919,0.021423,0.064558
0.024346,0.025769,0.029116,0.027795,0.22014,0.020217,0.020864,0.042298
0.024124,0.025672,0.029703,0.028316,0.10346,0.020894,0.025805,0.056731
