NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.22021,1.23,1.1299,1.1953,1.2508,1.2055,1.0013
0.034087,0.029768,0.040767,0.026249,0.022213,0.027728,0.021771
0.035316,0.028903,0.038143,0.025406,0.023219,0.027392,0.021967
0.036072,0.028329,0.035949,0.025062,0.02153,0.028856,0.021356
0.033606,0.027282,0.034284,0.025703,0.02088,0.027214,0.02142
0.033667,0.027462,0.034173,0.025274,0.020188,0.027713,0.022149
0.03589,0.026547,0.037902,0.025228,0.019289,0.031645,0.022139
0.035423,0.028736,0.038449,0.026189,0.018951,0.029687,0.022325
0.035445,0.029392,0.037806,0.024444,0.018793,0.028301,0.022213
0.034067,0.028493,0.034858,0.02574,0.020896,0.0281,0.021727
0.033312,0.027846,0.034884,0.025075,0.024445,0.028554,0.0214
0.035898,0.027004,0.032399,0.02424,0.022517,0.02717,0.021655
0.035356,0.026523,0.036328,0.025264,0.023639,0.029507,0.022209
0.035499,0.026339,0.039052,0.024848,0.021772,0.03137,0.021969
0.035506,0.029431,0.037714,0.024652,0.021138,0.028987,0.022287
0.035278,0.077083,0.034248,0.025588,0.020166,0.026691,0.021592
0.035219,0.15258,0.03572,0.025148,0.019706,0.029965,0.02164
0.035896,0.11299,0.033211,0.024205,0.019031,0.026974,0.02145
0.032922,0.20921,0.037215,0.026184,0.01962,0.028977,0.022806
0.033377,0.26,0.040546,0.024735,0.024679,0.032993,0.022633
0.035253,0.39542,0.037842,0.025666,0.021731,0.028928,0.022671
0.034657,0.30147,0.034747,0.025128,0.023887,0.027908,0.02205
0.034232,0.21493,0.034252,0.025834,0.022329,0.027918,0.021629
0.034155,0.15394,0.031828,0.025745,0.020467,0.027948,0.021602
0.033049,0.092299,0.035719,0.025066,0.02007,0.027553,0.022305
0.034796,0.17677,0.040121,0.02454,0.019427,0.034099,0.021801
0.035153,0.11999,0.037541,0.025093,0.019121,0.029384,0.022498
0.033495,0.081781,0.036552,0.024897,0.018785,0.029278,0.021729
