NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.31954,1.1221,1.1066,1.3644,1.2009,1.0812,1.2068,1.1876,1.2858,1.3126,1.1848,1.0382,1.1002
0.027346,0.029592,0.027249,0.044152,0.032133,0.029177,0.025768,0.03193,0.031652,0.024672,0.031894,0.031585,0.027106
0.027184,0.029627,0.027495,0.17566,0.032197,0.030685,0.025463,0.031142,0.031646,0.024241,0.031038,0.032657,0.026537
0.027393,0.029368,0.027253,0.19739,0.030803,0.030808,0.025167,0.031399,0.030198,0.023821,0.030111,0.031868,0.026074
0.026656,0.029152,0.02705,0.090588,0.030003,0.031086,0.026073,0.031089,0.02995,0.023576,0.029672,0.033151,0.025755
0.026515,0.028595,0.027033,0.18892,0.029728,0.030921,0.025929,0.030974,0.029814,0.023771,0.031196,0.031879,0.025541
0.026436,0.028635,0.027301,0.10841,0.029372,0.03058,0.025727,0.031623,0.030732,0.023418,0.03133,0.032566,0.02551
0.026248,0.030995,0.027942,0.06561,0.031351,0.030155,0.025348,0.031571,0.033649,0.022963,0.032365,0.031448,0.026001
0.02613,0.030373,0.028318,0.047308,0.031829,0.029608,0.025288,0.032057,0.031798,0.023011,0.031894,0.03156,0.025961
0.026298,0.030243,0.028219,0.03743,0.032437,0.029698,0.025157,0.031306,0.03264,0.023063,0.031394,0.032379,0.025607
0.026289,0.029522,0.027636,0.031717,0.031033,0.030227,0.024736,0.031515,0.031424,0.023887,0.031626,0.031743,0.0258
0.026386,0.029263,0.027399,0.028558,0.030279,0.030349,0.025456,0.031672,0.030565,0.024481,0.031298,0.033017,0.02542
0.026199,0.02931,0.02716,0.026526,0.029937,0.031202,0.025589,0.031162,0.029677,0.024333,0.030532,0.032143,0.025577
0.026148,0.02903,0.027076,0.025575,0.029526,0.03061,0.025474,0.031111,0.029069,0.025069,0.03043,0.031832,0.025672
0.026295,0.02888,0.026574,0.024945,0.029512,0.030369,0.025362,0.032254,0.03199,0.024467,0.031422,0.03161,0.02577
0.026227,0.028306,0.027433,0.024049,0.031478,0.029876,0.02519,0.03168,0.0318,0.024026,0.031491,0.031247,0.025406
0.026727,0.030651,0.028049,0.023709,0.031285,0.029834,0.025178,0.031835,0.031992,0.024096,0.032121,0.032209,0.026078
0.026792,0.031013,0.028033,0.023173,0.032335,0.030348,0.024927,0.03196,0.031327,0.023749,0.032636,0.03258,0.026116
0.027627,0.029847,0.027797,0.022722,0.031346,0.030469,0.025155,0.031718,0.030492,0.023291,0.031567,0.033411,0.026
0.027884,0.030265,0.027554,0.022542,0.030187,0.031147,0.025707,0.031396,0.029666,0.023106,0.031981,0.032314,0.026295
0.027467,0.029193,0.027577,0.022113,0.029956,0.031209,0.025641,0.030753,0.028999,0.023009,0.031372,0.032181,0.026125
0.027273,0.029871,0.027172,0.022063,0.029076,0.030474,0.025233,0.031036,0.029757,0.022929,0.030457,0.031667,0.026103
0.026979,0.029335,0.026797,0.021934,0.029635,0.030135,0.025337,0.032123,0.031538,0.023515,0.030367,0.031985,0.025629
0.026846,0.029212,0.026628,0.022097,0.031334,0.02958,0.02509,0.031987,0.030497,0.024553,0.03087,0.032756,0.025741
0.026612,0.028906,0.027526,0.022112,0.031629,0.029683,0.024782,0.032028,0.0318,0.024334,0.032057,0.03266,0.025921
0.026442,0.028576,0.027941,0.022041,0.031791,0.030018,0.024736,0.031236,0.029971,0.024553,0.032555,0.033107,0.025967
0.02641,0.030275,0.027843,0.022089,0.030622,0.030294,0.025893,0.030839,0.029741,0.024085,0.032468,0.032299,0.026324
0.026571,0.031117,0.02809,0.022088,0.029924,0.030894,0.025709,0.031696,0.028946,0.024332,0.031539,0.031383,0.025929
0.026395,0.030119,0.027499,0.021661,0.029612,0.030478,0.025698,0.031367,0.028973,0.024042,0.031512,0.031956,0.025666
0.026371,0.03043,0.027242,0.02156,0.029009,0.030048,0.025218,0.031008,0.031546,0.023699,0.031736,0.031834,0.025915
0.026211,0.029755,0.027182,0.021707,0.029661,0.029585,0.025183,0.032425,0.030645,0.023285,0.031085,0.032903,0.026083
0.026402,0.02956,0.026952,0.021681,0.031272,0.029393,0.11213,0.03271,0.0309,0.022998,0.03017,0.033066,0.025709
0.026744,0.028995,0.026663,0.02192,0.03171,0.030184,0.14791,0.032459,0.030822,0.023246,0.030355,0.033494,0.025468
0.026993,0.028896,0.027381,0.022101,0.032223,0.030598,0.20572,0.031209,0.03011,0.023324,0.031686,0.032547,0.025183
0.027408,0.028559,0.027906,0.022147,0.030627,0.030998,0.16974,0.030883,0.029658,0.023579,0.031835,0.032333,0.025091
0.027642,0.028875,0.028018,0.02213,0.029695,0.031112,0.19128,0.030716,0.028962,0.024943,0.032486,0.03145,0.026069
0.027775,0.03097,0.028177,0.021865,0.029306,0.030362,0.11297,0.03038,0.030205,0.025017,0.032018,0.032143,0.026005
0.027201,0.030499,0.027943,0.021772,0.028803,0.030061,0.058792,0.031203,0.031666,0.024456,0.031615,0.032529,0.025767
0.027008,0.030032,0.027732,0.021681,0.029854,0.02976,0.042675,0.031564,0.031024,0.024498,0.03136,0.033549,0.02549
0.02693,0.029863,0.027313,0.021882,0.031802,0.02967,0.034397,0.031947,0.031282,0.024459,0.031427,0.032479,0.02578
0.02691,0.029126,0.027174,0.021573,0.031467,0.030472,0.030757,0.031844,0.030436,0.023893,0.030328,0.032628,0.025513
0.026406,0.029221,0.026838,0.021701,0.031542,0.030475,0.02962,0.031041,0.029693,0.023832,0.02978,0.031871,0.025343
0.02648,0.028606,0.027387,0.021738,0.030373,0.031027,0.028106,0.03078,0.029187,0.023387,0.030776,0.03155,0.024997
0.02622,0.02843,0.028233,0.021855,0.030023,0.031108,0.027778,0.031154,0.029486,0.023333,0.031583,0.032838,0.025453
0.026554,0.029963,0.028286,0.021912,0.029285,0.030051,0.027001,0.031029,0.032179,0.023244,0.03228,0.032139,0.025997
0.026661,0.031321,0.028057,0.02199,0.029103,0.030139,0.026523,0.03087,0.030148,0.023065,0.032588,0.033567,0.026367
0.026093,0.030006,0.027329,0.02201,0.031484,0.029418,0.026148,0.031653,0.03206,0.023302,0.031271,0.032018,0.025561
0.026413,0.030248,0.027468,0.021919,0.030958,0.029537,0.098667,0.031616,0.030464,0.025282,0.031419,0.032471,0.02534
0.026973,0.029277,0.02728,0.021987,0.031546,0.03039,0.16257,0.032299,0.029504,0.025202,0.031414,0.03172,0.025342
0.027161,0.029098,0.027467,0.021669,0.031007,0.03015,0.11672,0.031377,0.029579,0.025249,0.030575,0.031999,0.025709
0.027411,0.029284,0.026754,0.02193,0.02994,0.03142,0.097198,0.031393,0.029248,0.024694,0.030638,0.033227,0.025656
0.027577,0.028866,0.027081,0.021991,0.029323,0.030776,0.084929,0.030851,0.029604,0.024494,0.03015,0.032697,0.025665
0.027334,0.028734,0.027962,0.021678,0.029262,0.030373,0.066193,0.029976,0.031378,0.024033,0.031126,0.033325,0.025362
0.027461,0.03043,0.028237,0.021992,0.029122,0.029867,0.055831,0.031253,0.030273,0.023468,0.031677,0.032398,0.025816
0.027237,0.030553,0.027613,0.023371,0.031147,0.029747,0.048105,0.032183,0.031308,0.023514,0.032485,0.031905,0.026406
0.026741,0.030178,0.027644,0.078847,0.031578,0.029549,0.043006,0.03212,0.030136,0.023215,0.032075,0.032071,0.026222
0.026726,0.029363,0.027426,0.13625,0.031872,0.030874,0.040346,0.032386,0.029429,0.023213,0.031779,0.032265,0.025932
0.026476,0.029128,0.027765,0.15917,0.030917,0.030178,0.038093,0.031397,0.029432,0.023184,0.031866,0.032793,0.026088
0.02651,0.029587,0.026921,0.14314,0.030048,0.030942,0.035708,0.030773,0.028887,0.023307,0.031557,0.033071,0.025774
0.026674,0.028846,0.02702,0.10543,0.029844,0.030807,0.032569,0.031021,0.03071,0.024585,0.030413,0.03337,0.025786
0.026197,0.028792,0.026737,0.12249,0.029376,0.030206,0.03151,0.030761,0.031386,0.024575,0.029766,0.032399,0.025497
0.026351,0.029085,0.027441,0.075163,0.028744,0.11668,0.030292,0.030863,0.031409,0.024591,0.029949,0.031992,0.025927
0.02631,0.03078,0.029089,0.061814,0.031131,0.32237,0.029684,0.03163,0.031395,0.024313,0.031415,0.031834,0.025529
0.026494,0.030021,0.030042,0.061306,0.031105,0.24936,0.028922,0.032363,0.031232,0.024165,0.032246,0.032195,0.025653
0.026682,0.15133,0.027974,0.051141,0.031522,0.14883,0.028599,0.03169,0.029484,0.024041,0.032548,0.033004,0.032067
0.026808,0.19265,0.027408,0.045632,0.031086,0.098061,0.028607,0.031978,0.028717,0.02416,0.031937,0.032623,0.026649
0.026569,0.098215,0.027411,0.0398,0.030192,0.080867,0.028167,0.031616,0.028612,0.023818,0.031077,0.033765,0.027476
0.026911,0.13739,0.027227,0.035206,0.029362,0.069634,0.027001,0.031588,0.03085,0.023119,0.031457,0.032293,0.030192
0.027761,0.081997,0.026963,0.032637,0.029063,0.062124,0.026618,0.031074,0.031628,0.023127,0.031307,0.032118,0.027338
