NaN,NaN,NaN,NaN,NaN,NaN
0.21237,1.0595,1.1946,1.054,0.99322,1.0484
0.026891,0.068206,0.028455,0.030602,0.030738,0.027061
0.026452,0.058295,0.027528,0.028364,0.031548,0.026913
0.025647,0.056759,0.028977,0.030824,0.030168,0.02664
0.025657,0.052692,0.028981,0.030469,0.029755,0.026288
0.02561,0.048655,0.027873,0.029332,0.028738,0.02603
0.025589,0.046415,0.027384,0.027161,0.02869,0.025819
0.02811,0.044768,0.027413,0.030429,0.029103,0.02566
0.028391,0.043115,0.027733,0.027719,0.030605,0.025732
0.026154,0.043087,0.028519,0.029822,0.031608,0.025395
0.027395,0.043251,0.027747,0.029958,0.030874,0.026241
0.026683,0.041949,0.02845,0.028674,0.030423,0.027347
0.025876,0.041515,0.028633,0.027399,0.029958,0.028157
0.025808,0.042176,0.027798,0.029215,0.028905,0.026771
0.026628,0.040508,0.027198,0.027256,0.028618,0.027392
0.028582,0.039693,0.026664,0.030118,0.028191,0.0268
0.027823,0.039256,0.028256,0.029843,0.028645,0.026968
0.030089,0.039179,0.028254,0.028555,0.030364,0.026889
0.031484,0.0397,0.027292,0.028105,0.030945,0.026754
0.027534,0.039422,0.028289,0.029956,0.030457,0.02672
0.027895,0.038886,0.028186,0.02745,0.030503,0.026318
0.027144,0.039429,0.027867,0.029714,0.029958,0.026209
0.026436,0.03793,0.027366,0.029599,0.028927,0.025704
0.026281,0.03787,0.02719,0.028157,0.028818,0.025783
0.026089,0.037982,0.027764,0.029217,0.028267,0.025635
0.025808,0.036966,0.028661,0.029567,0.028908,0.026889
0.025528,0.03847,0.026699,0.02862,0.031013,0.027808
0.027035,0.038031,0.028553,0.030006,0.031595,0.027781
0.028352,0.0386,0.028565,0.029507,0.0307,0.027713
0.026144,0.038587,0.027917,0.027895,0.030254,0.027546
0.027432,0.03807,0.026942,0.029285,0.029739,0.027195
0.026886,0.037445,0.026953,0.029054,0.029092,0.026872
0.026046,0.037541,0.027866,0.02839,0.028796,0.026669
0.025569,0.037086,0.028353,0.030131,0.028443,0.027253
0.025702,0.03789,0.027408,0.030028,0.029683,0.026687
0.025128,0.038088,0.028629,0.027278,0.030179,0.026
0.025404,0.037803,0.028893,0.03013,0.031211,0.025676
0.026154,0.037298,0.027496,0.028056,0.030768,0.025845
0.028686,0.03687,0.026999,0.02956,0.030462,0.025548
0.027089,0.036267,0.026734,0.030294,0.029235,0.02618
0.027236,0.035741,0.028511,0.028979,0.028517,0.027375
0.027159,0.03596,0.028603,0.027912,0.028505,0.028866
0.026272,0.037851,0.028276,0.029958,0.028064,0.026627
0.025841,0.038177,0.028856,0.027073,0.030184,0.02756
0.02563,0.037211,0.028225,0.029743,0.030603,0.027221
0.025816,0.037169,0.027428,0.030373,0.030679,0.026667
0.025601,0.036713,0.027171,0.029106,0.030152,0.02697
0.026692,0.03642,0.027157,0.028425,0.029951,0.026755
0.028702,0.036298,0.028562,0.029799,0.029071,0.026767
0.026344,0.036726,0.027187,0.028097,0.028818,0.026515
0.027114,0.038116,0.028428,0.030204,0.02851,0.026122
0.026719,0.037578,0.028501,0.02985,0.028397,0.026064
0.026161,0.037332,0.027821,0.028296,0.030511,0.02588
0.025812,0.038186,0.027376,0.02924,0.031294,0.025625
0.025582,0.036799,0.026764,0.030141,0.03074,0.025814
0.025388,0.035737,0.02756,0.029414,0.030587,0.027581
0.025577,0.035744,0.0281,0.03033,0.029411,0.028286
0.026648,0.035302,0.02712,0.029527,0.028992,0.02703
0.028599,0.036404,0.028648,0.027717,0.028708,0.027765
0.026204,0.037047,0.02818,0.029764,0.028224,0.027065
0.027524,0.036691,0.028053,0.029186,0.028778,0.026718
0.026905,0.036738,0.027354,0.029334,0.030462,0.02684
0.026117,0.036098,0.027234,0.030074,0.03106,0.026926
0.025886,0.035069,0.027748,0.029142,0.030164,0.026798
0.025475,0.035325,0.028477,0.027294,0.030233,0.026386
0.025571,0.034656,0.027095,0.030388,0.029082,0.026481
0.025653,0.035789,0.028481,0.027516,0.028924,0.025973
0.028795,0.036723,0.027988,0.2598,0.028543,0.025884
0.02778,0.035929,0.027755,0.37858,0.028337,0.025985
0.02667,0.03679,0.027254,0.40153,0.028483,0.026403
0.027238,0.036671,0.027153,0.42993,0.029783,0.027223
0.026536,0.035602,0.02661,0.32515,0.030738,0.028224
0.025644,0.035025,0.028373,0.15659,0.030493,0.026878
0.025695,0.0348,0.028001,0.09483,0.030157,0.027727
0.02546,0.035862,0.027945,0.047942,0.029079,0.027274
0.025534,0.050053,0.028731,0.040608,0.029499,0.026596
0.025347,0.49425,0.028344,0.036216,0.034845,0.027347
0.026519,0.28038,0.02765,0.034285,0.032602,0.027323
0.028613,0.17156,0.027096,0.032487,0.030307,0.026842
0.026221,0.54696,0.026625,0.031333,0.039047,0.026441
0.026981,0.1813,0.027926,0.030484,0.041686,0.026043
0.026771,0.12128,0.02894,0.029003,0.032804,0.025494
0.025847,0.094555,0.027698,0.029217,0.030643,0.025619
0.025755,0.080741,0.028584,0.028868,0.029821,0.025449
0.025235,0.074729,0.02827,0.02894,0.028709,0.025727
0.025409,0.063349,0.027497,0.028541,0.028314,0.026841
0.025336,0.060087,0.027421,0.028375,0.028169,0.027549
0.026525,0.05898,0.026799,0.02697,0.029497,0.027751
0.028162,0.054112,0.027482,0.027258,0.030218,0.026974
0.026284,0.051132,0.028284,0.027761,0.031085,0.027254
0.027092,0.04873,0.027237,0.026644,0.03084,0.026983
0.026736,0.048002,0.028737,0.027605,0.030237,0.026991
0.026,0.045976,0.028717,0.027195,0.029306,0.026962
0.025686,0.044163,0.02796,0.026015,0.028731,0.026938
0.025576,0.043053,0.027586,0.0265,0.028253,0.026445
