NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.42238,1.273,1.5034,1.2506,1.3607,1.2459,1.3449,1.3582,1.3323,1.4936
0.034078,0.03161,0.043277,0.038981,0.13016,0.034158,0.04547,0.023481,0.031651,0.14655
0.034626,0.031573,0.045558,0.040074,0.11494,0.03243,0.04421,0.022993,0.030202,0.12388
0.035178,0.03254,0.045208,0.040337,0.10384,0.033024,0.043378,0.022154,0.030024,0.11518
0.035033,0.033004,0.044572,0.039872,0.09131,0.031115,0.042149,0.022279,0.029104,0.067671
0.034815,0.031963,0.043711,0.037691,0.084829,0.02956,0.042776,0.026662,0.0287,0.046724
0.034251,0.031989,0.042254,0.037158,0.079136,0.028895,0.043505,0.041358,0.028286,0.044613
0.034329,0.031744,0.043072,0.039453,0.07935,0.027983,0.042741,0.028424,0.027647,0.042056
0.034085,0.032411,0.04318,0.039602,0.081254,0.027385,0.041388,0.026041,0.027669,0.040859
0.034642,0.033068,0.042759,0.03851,0.077663,0.026844,0.041075,0.024523,0.026933,0.036128
0.034946,0.032504,0.04366,0.037882,0.074455,0.026632,0.041075,0.022971,0.027794,0.032156
0.03549,0.031909,0.041857,0.036358,0.07492,0.026267,0.04096,0.022133,0.027653,0.029295
0.033767,0.03153,0.040004,0.036064,0.072108,0.025888,0.04008,0.022173,0.027928,0.027525
0.033376,0.031866,0.039198,0.036832,0.072634,0.02538,0.038946,0.022035,0.027396,0.026379
0.03337,0.032225,0.040116,0.040134,0.071781,0.025501,0.037961,0.021803,0.027199,0.025537
0.033217,0.033061,0.039629,0.039424,0.072531,0.025006,0.037496,0.022155,0.027365,0.025102
0.033868,0.032551,0.041779,0.037703,0.072493,0.024878,0.037117,0.022601,0.026812,0.025352
0.034196,0.031699,0.039655,0.037587,0.073552,0.024799,0.036413,0.023189,0.027882,0.025079
0.033174,0.031672,0.038524,0.03653,0.077504,0.024638,0.035596,0.02367,0.027441,0.02495
0.033104,0.032069,0.038023,0.036206,0.08273,0.024646,0.034947,0.022822,0.027635,0.025586
0.03361,0.032059,0.039762,0.036575,0.09488,0.024546,0.035077,0.022457,0.027411,0.026649
0.034603,0.032671,0.039143,0.039523,0.10972,0.024572,0.035181,0.02218,0.027775,0.026259
0.033728,0.032383,0.13535,0.0389,0.12412,0.024063,0.035218,0.022396,0.027571,0.025151
0.033994,0.03186,0.27881,0.038747,0.14343,0.024431,0.034358,0.022781,0.027689,0.023999
0.033013,0.031193,0.33167,0.03635,0.30404,0.025059,0.03405,0.022627,0.027702,0.024382
0.032997,0.03227,0.2233,0.035865,0.35296,0.026026,0.033293,0.022104,0.028141,0.024919
0.033161,0.031791,0.49963,0.03544,0.34884,0.025247,0.033675,0.022077,0.027465,0.025443
0.033711,0.032434,0.40731,0.036287,0.29779,0.025519,0.033543,0.021954,0.027377,0.024984
0.033362,0.032741,0.41684,0.039672,0.3396,0.024726,0.033217,0.021828,0.027592,0.024841
0.033405,0.031927,0.26445,0.039173,0.32105,0.024418,0.032557,0.02202,0.027531,0.024227
0.032842,0.031763,0.25968,0.037758,0.35623,0.024414,0.032877,0.02177,0.027699,0.023746
0.032891,0.032419,0.17571,0.036936,0.32778,0.024232,0.032952,0.021852,0.027576,0.023293
0.03339,0.031962,0.14067,0.035743,0.2332,0.024202,0.033009,0.021866,0.028298,0.023215
0.033537,0.031941,0.082142,0.035153,0.19221,0.024318,0.031734,0.021719,0.027522,0.022735
0.033988,0.032782,0.08931,0.037676,0.16428,0.024012,0.031337,0.021944,0.027349,0.022791
0.03357,0.0323,0.082279,0.038959,0.12848,0.024021,0.031168,0.021944,0.027443,0.02254
0.03363,0.032279,0.081936,0.038152,0.091774,0.023732,0.031336,0.021888,0.027582,0.022331
0.03317,0.032529,0.089345,0.03747,0.079501,0.023638,0.030843,0.022679,0.027655,0.022574
0.033411,0.031958,0.083871,0.03651,0.074928,0.023531,0.030816,0.023158,0.027417,0.022222
0.033717,0.032784,0.11176,0.035571,0.069448,0.023261,0.030866,0.023883,0.027772,0.021993
0.034081,0.03281,0.44692,0.035489,0.079121,0.023399,0.031018,0.022554,0.027546,0.021879
0.033149,0.031588,0.28924,0.037687,0.058688,0.023163,0.031463,0.022218,0.027124,0.022157
0.033254,0.031765,0.35458,0.038482,0.080059,0.023096,0.030995,0.022048,0.027274,0.022173
0.033238,0.031889,0.25453,0.039196,0.069618,0.022885,0.029774,0.022485,0.02728,0.022368
0.033468,0.031908,0.24635,0.037457,0.053236,0.022982,0.030343,0.022756,0.027485,0.02212
0.033505,0.033149,0.17853,0.036568,0.054119,0.023708,0.030653,0.022587,0.027286,0.021929
