NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.23059,1.2964,1.1843,1.1005,1.189,1.0393,1.162,1.0995,1.0171,0.93942,1.2071
0.03262,0.093111,0.02678,0.039024,0.3252,0.030226,0.025425,0.024943,0.03381,0.026359,0.026821
0.033078,0.070177,0.026885,0.038841,0.27923,0.034486,0.025589,0.024053,0.033619,0.024769,0.02651
0.032557,0.059916,0.026766,0.038449,0.47157,0.036217,0.025926,0.023326,0.033423,0.02558,0.026269
0.032592,0.051905,0.026517,0.054392,0.43312,0.035648,0.025962,0.022749,0.03251,0.028445,0.026263
0.031926,0.047772,0.026583,0.15282,0.24757,0.034042,0.026109,0.022013,0.032096,0.041165,0.026333
0.031976,0.043685,0.026427,0.10225,0.11452,0.031101,0.025778,0.021455,0.032092,0.19396,0.026473
0.033214,0.041083,0.026556,0.11798,0.087079,0.030544,0.025513,0.025639,0.032582,0.36493,0.026465
0.032894,0.040187,0.026366,0.096795,0.074317,0.03333,0.025705,0.025954,0.033717,0.32659,0.026592
0.033171,0.038476,0.026346,0.12083,0.066967,0.03687,0.026123,0.025614,0.033389,0.316,0.026559
0.033073,0.036603,0.026615,0.077406,0.05756,0.035401,0.02573,0.024487,0.032925,0.20405,0.02626
0.032666,0.035939,0.026591,0.076844,0.052807,0.034866,0.025821,0.023124,0.032858,0.14651,0.026169
0.032902,0.034977,0.026343,0.066377,0.048594,0.031951,0.025619,0.023505,0.032536,0.11248,0.026399
0.032351,0.033982,0.026457,0.056504,0.04441,0.030447,0.02566,0.022607,0.03214,0.10024,0.026533
0.032918,0.033615,0.027204,0.051519,0.041537,0.029508,0.025951,0.021767,0.03301,0.090155,0.026341
0.032733,0.032755,0.026935,0.048753,0.041175,0.036777,0.0258,0.021463,0.033541,0.081396,0.02636
0.032728,0.032693,0.027268,0.04664,0.039355,0.035083,0.025489,0.025659,0.032922,0.075178,0.026426
0.032391,0.03173,0.02697,0.044263,0.037621,0.035836,0.025372,0.026443,0.032459,0.068474,0.02627
0.032303,0.0315,0.026571,0.043093,0.036281,0.033074,0.024878,0.025108,0.032472,0.064329,0.026402
0.031929,0.032312,0.026513,0.040927,0.034798,0.03066,0.025708,0.024627,0.031868,0.060605,0.026231
0.031655,0.03225,0.026633,0.039832,0.033668,0.030473,0.025743,0.023412,0.031768,0.059173,0.026245
0.031596,0.03251,0.026292,0.039107,0.033592,0.028014,0.025512,0.023502,0.032713,0.059587,0.026304
0.032357,0.032984,0.026202,0.0386,0.034817,0.033123,0.025949,0.022713,0.033834,0.059299,0.026166
0.031827,0.032759,0.026336,0.037243,0.13083,0.037431,0.025626,0.022031,0.033296,0.059493,0.026358
0.031828,0.032062,0.026184,0.039365,0.38398,0.035946,0.025999,0.022371,0.032881,0.062566,0.0263
0.031354,0.032268,0.026238,0.036292,0.31403,0.034576,0.025255,0.027465,0.032939,0.061422,0.026452
0.031693,0.031524,0.026115,0.036754,0.16944,0.031735,0.024927,0.024418,0.032212,0.060642,0.026734
0.030986,0.031598,0.026432,0.037204,0.1357,0.030225,0.02437,0.025906,0.031938,0.058444,0.026744
0.030846,0.030723,0.026439,0.036358,0.11107,0.028735,0.025785,0.024478,0.032551,0.057812,0.02643
