NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33041,1.1505,1.1108,1.3038,1.1368,1.0709,1.2036,0.94141,1.1802
0.033049,0.034841,0.032598,0.035537,0.037699,0.034458,0.037084,0.025784,0.031134
0.033013,0.034114,0.032296,0.035543,0.037441,0.034418,0.037598,0.025903,0.031766
0.032474,0.034763,0.03254,0.03545,0.038145,0.033929,0.037729,0.025775,0.031347
0.032349,0.036157,0.0325,0.035274,0.037876,0.1731,0.035485,0.025963,0.02984
0.031829,0.034427,0.032745,0.034883,0.038281,0.1648,0.035461,0.025952,0.030399
0.031925,0.036768,0.031648,0.034904,0.037053,0.13221,0.035058,0.026083,0.03202
0.031944,0.035551,0.030982,0.03479,0.036748,0.14351,0.035522,0.026011,0.031134
0.031612,0.035062,0.031028,0.034235,0.036638,0.19662,0.036326,0.025968,0.032213
0.031274,0.033142,0.031821,0.034846,0.037102,0.28246,0.037425,0.026028,0.031234
0.032557,0.035696,0.032196,0.035513,0.038098,0.20677,0.038067,0.025787,0.029887
0.033389,0.036098,0.03271,0.034306,0.038012,0.31817,0.035625,0.025898,0.030193
0.034133,0.035279,0.032997,0.033934,0.037652,0.18792,0.035559,0.02585,0.03153
0.03346,0.036087,0.032341,0.033707,0.037386,0.10506,0.036338,0.025713,0.031843
0.033405,0.035443,0.031858,0.033797,0.037036,0.078552,0.03681,0.025883,0.031782
0.032962,0.034393,0.03085,0.03366,0.036854,0.065845,0.036708,0.025885,0.03149
0.032262,0.032782,0.030834,0.032931,0.037104,0.058455,0.036955,0.025827,0.030524
0.031946,0.03585,0.030763,0.032905,0.037374,0.053569,0.036923,0.025695,0.030041
0.032359,0.035398,0.030829,0.033242,0.037716,0.04909,0.034843,0.025768,0.031849
0.032961,0.036283,0.030939,0.033874,0.037295,0.044841,0.035531,0.025975,0.031792
0.033354,0.036176,0.031953,0.034001,0.037891,0.041642,0.035603,0.025999,0.031799
0.033314,0.035284,0.03148,0.033467,0.036951,0.040109,0.037124,0.025903,0.031503
0.032668,0.034486,0.032259,0.032547,0.03727,0.037219,0.036834,0.025886,0.03014
0.032716,0.033913,0.031674,0.032622,0.036544,0.036121,0.037266,0.025928,0.029867
0.031962,0.036627,0.03124,0.033232,0.036657,0.034925,0.037356,0.025736,0.030919
0.031461,0.032947,0.030709,0.033665,0.037198,0.034351,0.034645,0.025778,0.031358
0.031533,0.036623,0.030296,0.033867,0.036654,0.033154,0.035726,0.040797,0.031306
0.031613,0.035495,0.029907,0.03344,0.036807,0.032763,0.035408,0.027476,0.03123
0.032133,0.035347,0.029915,0.032341,0.036587,0.03241,0.037212,0.031566,0.030179
0.033505,0.034091,0.029876,0.032761,0.036678,0.031437,0.036763,0.027224,0.030042
0.033007,0.034059,0.030014,0.033781,0.036282,0.031597,0.037236,0.026063,0.030736
0.032572,0.036437,0.031278,0.033983,0.036108,0.030673,0.036645,0.02602,0.030997
0.031862,0.032731,0.031116,0.03358,0.03667,0.03033,0.036047,0.025971,0.031199
0.032184,0.03642,0.031539,0.03391,0.036853,0.030067,0.035975,0.025963,0.031202
0.03126,0.036365,0.031256,0.033088,0.037786,0.029444,0.035441,0.025835,0.029895
0.031158,0.035459,0.03097,0.032273,0.036695,0.029244,0.037472,0.025953,0.030331
0.031057,0.034388,0.030989,0.032852,0.036632,0.029263,0.037465,0.025706,0.031441
0.031229,0.034094,0.030477,0.033408,0.036806,0.028783,0.038005,0.025858,0.031228
0.031792,0.036358,0.029732,0.033359,0.036682,0.029213,0.035883,0.026103,0.031384
