NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33218,1.2307,1.2841,1.2587,1.2234,1.2942,1.1954,1.2036,1.1281,1.1834,1.1132,1.262,1.2077,1.2615,1.3068
0.03747,0.054641,0.029332,0.038738,0.039745,0.039416,0.032745,0.036581,0.033491,0.031697,0.037534,0.030557,0.037844,0.033772,0.028748
0.036138,0.052572,0.029003,0.037283,0.04032,0.039427,0.032872,0.036821,0.03299,0.033343,0.039809,0.031985,0.035651,0.032167,0.028977
0.036287,0.053927,0.029239,0.038534,0.038525,0.04032,0.032802,0.037117,0.035832,0.042891,0.037288,0.032144,0.038919,0.030639,0.027932
0.036245,0.050623,0.029165,0.038957,0.035377,0.039638,0.032298,0.035822,0.035517,0.40015,0.040617,0.033047,0.039827,0.032337,0.026209
0.035928,0.048635,0.029332,0.039799,0.034201,0.040043,0.032018,0.035847,0.037266,0.47162,0.042004,0.031472,0.040546,0.028944,0.025407
0.037084,0.047479,0.029146,0.041088,0.037338,0.038766,0.032524,0.035553,0.036667,0.45817,0.040698,0.029943,0.038278,0.031477,0.025596
0.038345,0.045396,0.029206,0.040008,0.039845,0.038331,0.032365,0.035726,0.035375,0.36774,0.040132,0.032014,0.036748,0.031357,0.026397
0.03727,0.045258,0.029218,0.03885,0.03886,0.039109,0.032522,0.034728,0.033702,0.25588,0.037095,0.030462,0.037368,0.029753,0.029082
0.035683,0.045931,0.029234,0.037839,0.037977,0.039706,0.032445,0.03594,0.034187,0.42094,0.039459,0.031838,0.035316,0.028208,0.027905
0.036094,0.046481,0.028741,0.037816,0.034866,0.040149,0.033213,0.035585,0.034775,0.42758,0.037764,0.032355,0.039988,0.026537,0.028853
0.036764,0.046651,0.029173,0.03822,0.034549,0.040374,0.033494,0.037246,0.036485,0.54225,0.040803,0.032751,0.041155,0.028747,0.027475
0.037557,0.044288,0.029287,0.039292,0.036489,0.040295,0.033576,0.036875,0.03839,0.41032,0.042141,0.031302,0.03942,0.027537,0.02587
0.037923,0.042351,0.029864,0.040625,0.037661,0.038833,0.033173,0.037,0.036824,0.22716,0.040283,0.030223,0.038316,0.028104,0.025455
0.038183,0.04124,0.029853,0.040063,0.039313,0.038916,0.033543,0.036184,0.035145,0.15027,0.039795,0.032112,0.037565,0.027726,0.025817
0.036663,0.040349,0.029272,0.038438,0.038081,0.038534,0.033636,0.035205,0.033663,0.10969,0.038094,0.030734,0.038345,0.026829,0.028957
0.036231,0.040556,0.029671,0.037564,0.034255,0.038627,0.032526,0.034719,0.033725,0.087871,0.039511,0.031842,0.034649,0.025606,0.028495
0.035986,0.042172,0.029388,0.037567,0.034689,0.040627,0.03214,0.034523,0.035882,0.075576,0.039726,0.032447,0.040923,0.026065,0.028613
0.036108,0.042988,0.029262,0.037926,0.036101,0.040296,0.032397,0.035474,0.036104,0.07215,0.04206,0.03288,0.040538,0.025893,0.027962
0.036245,0.041231,0.029098,0.03844,0.038724,0.041181,0.032051,0.035605,0.037345,0.067169,0.042354,0.032165,0.038778,0.026538,0.026217
0.0368,0.040892,0.029153,0.040015,0.039544,0.039813,0.031996,0.036532,0.036969,0.062727,0.04118,0.030466,0.038354,0.026359,0.025931
0.036794,0.040017,0.029217,0.038575,0.038929,0.039483,0.031775,0.036788,0.034907,0.057981,0.039494,0.032,0.037123,0.025776,0.025956
0.03625,0.039605,0.029064,0.039398,0.035949,0.039252,0.032519,0.037594,0.033756,0.055952,0.039101,0.0317,0.036521,0.024625,0.02623
0.035918,0.038844,0.029187,0.037242,0.035546,0.039956,0.032843,0.03591,0.032811,0.055507,0.038143,0.031737,0.035588,0.023854,0.029458
0.036386,0.040141,0.028704,0.037618,0.035241,0.039243,0.033182,0.03581,0.036677,0.052104,0.040869,0.033059,0.040682,0.024556,0.027636
0.035909,0.042112,0.028838,0.03778,0.039364,0.039484,0.033135,0.035761,0.034618,0.050036,0.042413,0.032952,0.04072,0.023223,0.028087
0.036894,0.041983,0.029188,0.037999,0.039647,0.03999,0.034042,0.034827,0.037044,0.047759,0.041835,0.031836,0.040463,0.024521,0.027606
0.037841,0.040814,0.029329,0.040801,0.039528,0.040212,0.033282,0.033882,0.03787,0.047198,0.041258,0.030566,0.038465,0.024438,0.025608
0.037386,0.040825,0.029544,0.039035,0.036595,0.038685,0.032375,0.036309,0.035817,0.046547,0.038014,0.031533,0.036595,0.023773,0.025554
0.036271,0.040108,0.029552,0.039963,0.035548,0.038758,0.032034,0.034991,0.033687,0.045712,0.039802,0.032392,0.036389,0.023132,0.025749
0.036397,0.039048,0.029532,0.038287,0.034782,0.039677,0.032503,0.036825,0.033391,0.047173,0.037562,0.03154,0.037547,0.022898,0.027204
0.036222,0.039745,0.029521,0.037441,0.037628,0.039882,0.032103,0.037577,0.036476,0.046381,0.041356,0.032455,0.039262,0.023292,0.029464
0.036878,0.04204,0.029166,0.038216,0.039106,0.040551,0.035751,0.03712,0.26007,0.045825,0.04241,0.032453,0.046016,0.02252,0.055469
0.051402,0.042688,0.03015,0.039608,0.040732,0.039778,0.050338,0.035061,0.61492,0.045435,0.041448,0.036036,0.051592,0.022318,0.061406
0.05063,0.0413,0.031036,0.04363,0.039383,0.040563,0.046557,0.034953,0.47302,0.044994,0.040089,0.035444,0.043732,0.022282,0.035661
0.03757,0.040877,0.029156,0.039065,0.034924,0.03838,0.033303,0.034952,0.23062,0.045675,0.037127,0.030774,0.037204,0.021895,0.025238
0.2887,0.039968,0.029021,0.04035,0.034407,0.038155,0.035451,0.03456,0.14719,0.046487,0.04004,0.032517,0.037394,0.021598,0.02543
0.68277,0.03833,0.029225,0.042221,0.037318,0.038208,0.035241,0.035197,0.10326,0.04712,0.03961,0.031613,0.037533,0.021635,0.025818
0.38538,0.03876,0.028815,0.047006,0.038689,0.038363,0.038079,0.035497,0.07778,0.047285,0.040804,0.032857,0.040655,0.021305,0.029251
0.69783,0.040688,0.028803,0.045816,0.039706,0.038543,0.038287,0.036369,0.061843,0.047578,0.042876,0.032493,0.041083,0.021138,0.028331
0.1993,0.042158,0.028842,0.038573,0.038071,0.039213,0.033833,0.03724,0.057809,0.047577,0.040638,0.03251,0.040298,0.02091,0.027953
0.12411,0.040445,0.028764,0.040903,0.034864,0.039435,0.034422,0.03662,0.053285,0.045736,0.038795,0.030752,0.038376,0.020773,0.027522
0.15289,0.038981,0.028788,0.040024,0.034912,0.038713,0.032527,0.035958,0.048471,0.045402,0.038565,0.030396,0.036983,0.020381,0.025556
0.11538,0.039963,0.029136,0.039298,0.036628,0.038515,0.032428,0.035088,0.045093,0.043147,0.03786,0.033029,0.038187,0.020246,0.025033
0.11434,0.038653,0.029734,0.038366,0.03896,0.038013,0.032455,0.035175,0.043547,0.042196,0.040034,0.030668,0.036788,0.020352,0.025514
0.097163,0.038415,0.02993,0.037647,0.039763,0.038631,0.032543,0.034396,0.043655,0.040716,0.041309,0.032915,0.040605,0.020346,0.028026
0.078509,0.039035,0.029657,0.037908,0.038415,0.039026,0.031985,0.034312,0.041232,0.038501,0.042065,0.032672,0.040059,0.0203,0.028681
0.082717,0.041533,0.029574,0.038529,0.035611,0.039585,0.032106,0.036061,0.042721,0.038359,0.041072,0.032533,0.040309,0.020117,0.028029
0.072177,0.039501,0.029283,0.041075,0.035017,0.039735,0.03285,0.035138,0.042809,0.037389,0.038346,0.030534,0.039714,0.019949,0.027569
0.062554,0.040187,0.029122,0.038841,0.035943,0.039487,0.032663,0.036914,0.040545,0.037034,0.039647,0.030097,0.037339,0.01985,0.025895
