NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.096203,0.76981,0.85776,0.84687,0.7494,0.95715,0.95809
0.026936,0.01714,0.014141,0.021082,0.018548,0.010843,0.024119
0.031155,0.016535,0.013593,0.021222,0.018432,0.01068,0.023645
0.029145,0.01669,0.014041,0.020581,0.018404,0.010905,0.023712
0.027347,0.016919,0.01482,0.019484,0.01843,0.010857,0.023397
0.030169,0.017559,0.015059,0.019094,0.017675,0.010831,0.023633
0.028368,0.017462,0.015241,0.020856,0.016856,0.010756,0.023299
0.032796,0.017569,0.014769,0.020083,0.017857,0.010757,0.021964
0.029371,0.016378,0.013974,0.020556,0.018669,0.010687,0.022495
0.027156,0.016793,0.014428,0.019967,0.019181,0.010715,0.020897
0.028874,0.0168,0.01446,0.019053,0.017643,0.010661,0.020109
0.030797,0.017229,0.014432,0.020329,0.017388,0.010619,0.019909
0.032153,0.017809,0.01414,0.019961,0.017851,0.01067,0.020274
0.030714,0.017478,0.013561,0.019459,0.018345,0.010748,0.019879
0.029096,0.016725,0.014806,0.02047,0.018148,0.010824,0.01925
0.027959,0.016619,0.014425,0.019349,0.018443,0.010843,0.019
0.031476,0.016948,0.015253,0.019748,0.01768,0.010818,0.018448
0.03228,0.016938,0.015244,0.020963,0.017043,0.010802,0.017443
0.031018,0.1158,0.014297,0.020592,0.018074,0.010757,0.01684
0.027732,0.47634,0.014342,0.021272,0.01874,0.010809,0.016329
0.026812,0.41527,0.014613,0.019655,0.019689,0.010687,0.016296
0.030713,0.30611,0.014387,0.019415,0.017648,0.010672,0.015735
0.030148,0.11774,0.014215,0.021064,0.016998,0.010847,0.015451
0.030536,0.10076,0.013585,0.02028,0.017249,0.010674,0.014515
0.029145,0.090437,0.013171,0.020284,0.018116,0.010695,0.013925
0.025746,0.067619,0.013291,0.019593,0.0175,0.010785,0.014024
0.029554,0.053915,0.014472,0.018709,0.018019,0.010561,0.013751
0.02955,0.048912,0.014523,0.02066,0.017173,0.010628,0.013876
0.032306,0.042439,0.015305,0.019709,0.016617,0.010794,0.01359
0.028973,0.037365,0.01511,0.019916,0.017761,0.010853,0.013527
0.026347,0.035158,0.014648,0.019847,0.018112,0.010787,0.014035
0.029688,0.029984,0.014229,0.019178,0.018554,0.010746,0.014786
0.028539,0.027149,0.014503,0.020468,0.017686,0.010771,0.014655
0.031471,0.025177,0.014575,0.021361,0.01686,0.010925,0.013744
0.028672,0.023506,0.014163,0.021166,0.017411,0.011012,0.013736
0.026488,0.023448,0.01384,0.019923,0.018193,0.010933,0.013949
0.030053,0.023496,0.013971,0.019069,0.01759,0.011009,0.014889
0.027744,0.022298,0.015065,0.019095,0.017492,0.010872,0.016228
0.031184,0.020859,0.014598,0.021015,0.017015,0.010933,0.014464
0.029512,0.02026,0.015171,0.020728,0.016185,0.010789,0.015137
0.027141,0.019083,0.01488,0.019862,0.017677,0.0109,0.014163
0.028318,0.020921,0.014198,0.019753,0.017634,0.010828,0.014713
0.0306,0.020012,0.014433,0.018828,0.018394,0.010814,0.013706
0.032636,0.020811,0.014515,0.020712,0.017353,0.010789,0.013588
0.030043,0.019881,0.01441,0.020287,0.016883,0.010753,0.01492
0.027684,0.01899,0.014049,0.020205,0.016988,0.010831,0.013764
0.02641,0.01826,0.013521,0.019797,0.018148,0.010685,0.013578
0.029181,0.018859,0.014283,0.018824,0.017525,0.010634,0.01311
0.030411,0.019847,0.014797,0.020357,0.018305,0.01065,0.012665
0.030476,0.01977,0.015137,0.021168,0.016997,0.010744,0.01305
0.027244,0.018944,0.015201,0.020845,0.016703,0.010784,0.013236
0.025904,0.018274,0.014521,0.020449,0.017425,0.01085,0.012958
0.031002,0.017958,0.013811,0.019374,0.017804,0.010738,0.013659
0.030661,0.01794,0.014326,0.019428,0.017993,0.010818,0.012893
0.030633,0.019674,0.014457,0.021047,0.017764,0.010655,0.01318
0.028813,0.019069,0.014272,0.020564,0.016914,0.010664,0.012987
0.027278,0.019165,0.013957,0.020176,0.01674,0.010698,0.01263
0.029993,0.01825,0.01346,0.019842,0.017932,0.010733,0.013072
0.029538,0.017686,0.014116,0.018929,0.017473,0.010854,0.01331
0.031112,0.017448,0.015232,0.020734,0.01846,0.010674,0.013696
0.028783,0.019292,0.014837,0.020189,0.01696,0.010682,0.013207
0.027606,0.018931,0.015274,0.020007,0.016349,0.010742,0.013087
0.030146,0.01976,0.014746,0.020076,0.017418,0.010804,0.012591
0.027102,0.018697,0.014073,0.01947,0.018138,0.010924,0.012838
0.031618,0.017895,0.014455,0.01999,0.017997,0.010944,0.012398
0.02865,0.017187,0.014509,0.020354,0.018113,0.010832,0.01289
0.027054,0.017584,0.0144,0.020545,0.017165,0.010856,0.012667
0.02908,0.020289,0.013968,0.020672,0.017139,0.010681,0.012397
0.030442,0.019072,0.013681,0.020164,0.018043,0.01094,0.012403
0.031792,0.019624,0.015119,0.019536,0.017504,0.011035,0.012245
0.030528,0.018574,0.014566,0.021645,0.018262,0.01085,0.012054
0.028554,0.017968,0.015122,0.020544,0.017566,0.010783,0.012275
0.027492,0.017236,0.015061,0.020706,0.016809,0.01075,0.011839
0.031038,0.01902,0.013863,0.019671,0.017618,0.010659,0.012016
0.032236,0.018432,0.014243,0.019572,0.018209,0.010739,0.011848
0.030454,0.019147,0.014628,0.021315,0.018196,0.010836,0.011941
0.027578,0.018598,0.014264,0.020392,0.017989,0.010649,0.011928
0.025363,0.018372,0.014099,0.020925,0.016827,0.010652,0.012015
0.030973,0.016988,0.013369,0.020933,0.016906,0.010594,0.011928
0.03096,0.017288,0.014863,0.019859,0.017986,0.010721,0.01185
0.030686,0.020155,0.014401,0.020471,0.017278,0.010631,0.011755
0.029048,0.019032,0.01525,0.020392,0.018223,0.010469,0.011574
