NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.44806,1.25,1.4114,1.4218,1.3419,1.8655,1.2665,1.3576,1.3363,1.5141,1.3402,1.4086,1.6091
0.07218,0.031047,0.073326,0.031221,0.030652,0.037848,0.026878,0.044777,0.029134,0.037342,0.040694,0.033531,0.038008
0.067693,0.030973,0.065193,0.029991,0.030003,0.037262,0.026469,0.042718,0.029257,0.035088,0.039865,0.033111,0.038079
0.063525,0.030651,0.059303,0.030658,0.030431,0.037496,0.026207,0.04048,0.028932,0.034493,0.038185,0.032517,0.037451
0.060481,0.030118,0.054214,0.035954,0.030178,0.037699,0.026379,0.040126,0.02784,0.034845,0.037689,0.0331,0.037649
0.056493,0.030064,0.05145,0.039797,0.031078,0.037997,0.026011,0.039753,0.028193,0.034937,0.037368,0.03454,0.03781
0.052997,0.03017,0.048042,0.033846,0.030916,0.038104,0.025758,0.0414,0.02782,0.034931,0.037864,0.033567,0.037338
0.049502,0.030481,0.044519,0.036374,0.030423,0.038217,0.025804,0.039516,0.027051,0.036582,0.037705,0.034554,0.037771
0.046259,0.030892,0.043961,0.032883,0.030605,0.038123,0.025717,0.038516,0.02889,0.037098,0.036944,0.034014,0.038167
0.043779,0.030087,0.042286,0.030893,0.030238,0.037391,0.026136,0.038499,0.029488,0.035432,0.036937,0.033103,0.03772
0.04224,0.13699,0.04155,0.035319,0.029904,0.037511,0.02664,0.038097,0.029154,0.034814,0.036316,0.033005,0.037689
0.041469,0.47657,0.041242,0.039797,0.030336,0.037796,0.026762,0.040172,0.029897,0.034098,0.03604,0.18615,0.037795
0.041356,0.28374,0.039568,0.034536,0.030426,0.037924,0.027275,0.038764,0.0307,0.034852,0.036362,0.5302,0.037432
0.039578,0.34556,0.038045,0.030539,0.030808,0.038379,0.032893,0.037593,0.03498,0.034925,0.036014,0.47137,0.037752
0.038532,0.38211,0.038618,0.030346,0.030536,0.037314,0.02803,0.038142,0.030005,0.03618,0.036543,0.24934,0.037435
0.037885,0.45828,0.037758,0.030519,0.030971,0.037064,0.026913,0.037673,0.028404,0.036135,0.036327,0.12929,0.037509
0.036966,0.47386,0.038607,0.031698,0.030075,0.084621,0.02591,0.039242,0.027531,0.036011,0.035306,0.095827,0.037652
0.035855,0.26367,0.039831,0.030221,0.029782,0.25364,0.025251,0.03798,0.029563,0.036423,0.036115,0.084026,0.037218
0.035455,0.21155,0.051287,0.030118,0.029865,0.42416,0.026227,0.037179,0.029337,0.038734,0.037026,0.073657,0.038015
0.036425,0.1735,0.040477,0.029856,0.02996,0.46467,0.026528,0.036083,0.029205,0.041341,0.041683,0.066414,0.039078
0.036078,0.11281,0.037987,0.030345,0.030501,0.38202,0.026279,0.036275,0.02929,0.035549,0.036608,0.059985,0.037253
0.035953,0.086811,0.040473,0.031389,0.030167,0.20982,0.025745,0.03689,0.028273,0.038486,0.038123,0.055471,0.040257
0.035386,0.071456,0.03778,0.030286,0.030093,0.15263,0.026139,0.037972,0.027927,0.03875,0.037687,0.052431,0.36825
