NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.30147,1.2427,1.4463,1.3658,1.3464,1.2074,1.2902,1.4304
0.020437,0.034453,0.026137,0.032921,0.026882,0.018665,0.027319,0.14357
0.020635,0.033197,0.027413,0.032986,0.025838,0.018158,0.02603,0.084876
0.020761,0.033305,0.031175,0.034878,0.0271,0.017811,0.025068,0.071975
0.020363,0.031554,0.029011,0.035151,0.027359,0.017524,0.024633,0.063049
0.020206,0.031552,0.029594,0.034903,0.026892,0.017519,0.024589,0.051754
0.020233,0.03362,0.027636,0.033251,0.026662,0.017841,0.022739,0.043826
0.020048,0.033351,0.026047,0.033806,0.025724,0.0178,0.025583,0.037423
0.021004,0.033679,0.036068,0.31422,0.026927,0.021907,0.024316,0.035462
0.022642,0.035811,0.048776,0.58917,0.027584,0.037999,0.027185,0.034823
0.020669,0.048243,0.040269,0.37355,0.027515,0.029385,0.025245,0.032083
0.020208,0.037202,0.030305,0.21229,0.027348,0.020582,0.023216,0.029717
0.02045,0.033584,0.029516,0.27557,0.027422,0.022179,0.025762,0.026881
0.020187,0.033719,0.03117,0.12924,0.025715,0.019976,0.023431,0.025239
0.020093,0.031024,0.030531,0.082542,0.026326,0.017593,0.02453,0.023244
0.020166,0.034547,0.0298,0.059121,0.026341,0.017857,0.024,0.023165
0.020242,0.033991,0.029876,0.051715,0.026399,0.017826,0.022426,0.022647
0.020026,0.034377,0.027271,0.048111,0.027032,0.017644,0.024816,0.021673
0.019991,0.0324,0.027409,0.046414,0.026711,0.017287,0.022833,0.020423
0.020077,0.030855,0.031241,0.044216,0.025459,0.017567,0.021874,0.021321
0.020079,0.033579,0.029127,0.044777,0.026756,0.017762,0.022031,0.019881
0.020255,0.032348,0.029823,0.043294,0.026528,0.017453,0.020339,0.021483
0.020245,0.033521,0.027784,0.040648,0.026317,0.017693,0.021016,0.019957
0.0205,0.031924,0.026311,0.039679,0.026237,0.018174,0.02137,0.018703
0.020968,0.031452,0.031712,0.038807,0.026559,0.018204,0.022127,0.01851
0.020429,0.033974,0.027905,0.038812,0.025579,0.018168,0.021313,0.018223
0.020381,0.034384,0.029443,0.039125,0.026129,0.018297,0.02104,0.018917
0.020691,0.032634,0.028757,0.037481,0.026342,0.01781,0.022848,0.01948
0.020454,0.030994,0.026278,0.037629,0.0268,0.017996,0.022186,0.018374
0.020126,0.032639,0.030036,0.03665,0.026478,0.017884,0.022645,0.017478
0.020314,0.031938,0.029678,0.035395,0.026834,0.017744,0.021133,0.018562
0.020266,0.032745,0.029867,0.035332,0.02569,0.018002,0.01981,0.017125
0.020075,0.031166,0.02997,0.036612,0.026426,0.01789,0.021592,0.019317
0.020195,0.030181,0.026369,0.035195,0.026236,0.01772,0.021269,0.018576
0.020078,0.033701,0.026946,0.035875,0.026677,0.017822,0.020912,0.016774
0.020266,0.033623,0.031589,0.034687,0.026846,0.017786,0.021122,0.018265
0.020319,0.03435,0.028592,0.032617,0.026763,0.017771,0.020917,0.018186
0.020368,0.031489,0.029636,0.033167,0.026492,0.017678,0.02206,0.020063
0.02001,0.030968,0.028383,0.034932,0.026237,0.017617,0.021384,0.019604
0.019912,0.034122,0.026459,0.033402,0.026127,0.017659,0.022451,0.019072
0.02014,0.033048,0.029851,0.034575,0.026438,0.017691,0.022355,0.017438
0.020413,0.03388,0.029275,0.034334,0.026807,0.017756,0.021346,0.019087
0.020085,0.032408,0.029228,0.032517,0.027153,0.017536,0.02235,0.017624
0.020384,0.031959,0.0292,0.032663,0.025643,0.017512,0.021297,0.019508
0.020433,0.033526,0.026454,0.034494,0.025547,0.017819,0.022654,0.018873
0.020718,0.03285,0.026886,0.033054,0.026622,0.017581,0.022359,0.018089
0.02103,0.032374,0.031503,0.034387,0.02632,0.017467,0.020903,0.018253
0.020489,0.030017,0.028901,0.0335,0.02715,0.017539,0.02225,0.018427
0.020534,0.032371,0.029055,0.03184,0.026738,0.017832,0.021591,0.019317
0.020879,0.032438,0.027853,0.031204,0.025719,0.017584,0.021957,0.019133
0.020504,0.033443,0.026702,0.032794,0.025643,0.017513,0.022875,0.018294
0.020541,0.032135,0.030772,0.032697,0.026581,0.017776,0.020641,0.017426
0.020647,0.02995,0.027691,0.033348,0.027179,0.01769,0.022256,0.01903
0.020033,0.032991,0.02929,0.033563,0.026627,0.017619,0.020858,0.018262
0.020263,0.031886,0.029583,0.03163,0.026947,0.017673,0.02236,0.019879
0.020182,0.033063,0.025842,0.031811,0.025645,0.017597,0.022209,0.019022
0.020334,0.031617,0.028697,0.031602,0.026226,0.017626,0.021716,0.01761
0.020309,0.031373,0.02954,0.033003,0.026887,0.017653,0.021338,0.018325
0.020053,0.03302,0.029107,0.033201,0.026127,0.017453,0.020869,0.017906
0.020069,0.032279,0.029779,0.031839,0.027003,0.0174,0.021687,0.01846
0.0201,0.032758,0.026371,0.031654,0.027416,0.017381,0.022932,0.018978
0.019728,0.030705,0.026382,0.031238,0.026169,0.017506,0.021331,0.018412
0.02025,0.031758,0.030953,0.031809,0.026236,0.017593,0.021778,0.017056
0.020563,0.031935,0.028705,0.033075,0.02698,0.017488,0.021578,0.018805
0.020486,0.033791,0.028744,0.032502,0.026332,0.01741,0.022196,0.017263
0.020139,0.031179,0.027406,0.032263,0.026764,0.017529,0.021483,0.01883
