NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.71844,1.0191,0.95691,0.98002,0.96015,0.88987,1.0995,0.99108,0.79962,1.018
0.30389,0.023222,0.0282,0.021721,0.01718,0.023554,0.021656,0.023507,0.15287,0.025451
0.14223,0.023869,0.028333,0.021797,0.017476,0.023533,0.022631,0.024296,0.11587,0.026523
0.16785,0.024618,0.027896,0.021672,0.017021,0.023769,0.025759,0.024495,0.10791,0.026337
0.25276,0.024659,0.028318,0.021971,0.017022,0.023287,0.027112,0.024041,0.24419,0.025094
0.18102,0.024335,0.029493,0.021603,0.017023,0.021663,0.021181,0.024186,0.16701,0.024076
0.1301,0.023946,0.029422,0.021515,0.017034,0.023224,0.020377,0.023637,0.13889,0.024462
0.098342,0.023987,0.028774,0.022153,0.017076,0.023237,0.020313,0.024,0.12858,0.025343
0.078052,0.023461,0.027537,0.021382,0.017092,0.023105,0.022202,0.024438,0.11754,0.025993
0.078285,0.023919,0.028172,0.021282,0.017405,0.023528,0.022061,0.023794,0.11327,0.026347
0.08067,0.024129,0.030306,0.02149,0.017119,0.023053,0.022214,0.024069,0.092005,0.024942
0.07665,0.024158,0.02861,0.022484,0.016823,0.022139,0.020548,0.022902,0.080077,0.024035
0.071003,0.024145,0.028907,0.022326,0.017179,0.022612,0.021337,0.024657,0.079515,0.025095
0.069137,0.024368,0.027682,0.021711,0.017013,0.025163,0.021772,0.023312,0.08306,0.026376
0.064532,0.023729,0.028071,0.021739,0.016952,0.023262,0.02089,0.023812,0.076173,0.026481
0.059435,0.023808,0.029412,0.021672,0.016983,0.023636,0.020047,0.024149,0.058868,0.025779
0.052608,0.02387,0.028748,0.021762,0.017482,0.022726,0.020523,0.023113,0.054236,0.025646
0.04553,0.024051,0.029185,0.021478,0.017027,0.022675,0.061598,0.023493,0.048234,0.023673
0.040243,0.024603,0.027725,0.021777,0.016862,0.023101,0.13061,0.02409,0.048974,0.025492
0.034546,0.02448,0.027805,0.021858,0.016688,0.023967,0.099958,0.023239,0.046408,0.02565
0.03107,0.023676,0.029463,0.021517,0.01698,0.023444,0.083745,0.024002,0.045427,0.026674
0.029426,0.023599,0.027904,0.021427,0.01705,0.023777,0.084365,0.022818,0.04271,0.024955
0.028047,0.024153,0.029428,0.021999,0.016896,0.022257,0.16274,0.023535,0.038825,0.023813
0.02683,0.024332,0.027916,0.021664,0.016868,0.023854,0.18114,0.024111,0.036869,0.024556
0.02542,0.024109,0.028137,0.021331,0.017054,0.024044,0.12783,0.023469,0.033687,0.025294
0.024206,0.024389,0.030328,0.021445,0.017147,0.023076,0.1401,0.024263,0.031604,0.025536
0.0229,0.023699,0.02782,0.022384,0.016958,0.023656,0.13012,0.023525,0.029999,0.026406
0.022358,0.023318,0.029684,0.021921,0.016962,0.023699,0.097252,0.023962,0.028865,0.02461
0.021864,0.023814,0.028329,0.021544,0.016882,0.021266,0.068568,0.023562,0.02835,0.024451
0.022066,0.023677,0.027962,0.021763,0.017006,0.023496,0.059936,0.023557,0.027102,0.025544
0.022322,0.024314,0.029527,0.021449,0.01708,0.024087,0.055009,0.024475,0.026248,0.024928
0.021462,0.024132,0.028326,0.021237,0.016902,0.022769,0.049195,0.023488,0.025325,0.025496
0.021309,0.023668,0.029876,0.021259,0.016882,0.023565,0.046767,0.024107,0.025305,0.026119
0.020975,0.023878,0.027649,0.022038,0.017218,0.022817,0.045462,0.02412,0.024247,0.025148
0.020481,0.024078,0.028045,0.022063,0.016831,0.022402,0.043952,0.023816,0.023223,0.023882
0.02008,0.024095,0.029059,0.022136,0.016668,0.022379,0.041402,0.02401,0.023392,0.024341
0.019975,0.023839,0.028392,0.021603,0.016713,0.024579,0.041614,0.023137,0.022808,0.024758
0.019855,0.024204,0.029849,0.021624,0.016975,0.023432,0.039009,0.023196,0.022409,0.026054
0.020883,0.024645,0.028463,0.021033,0.016926,0.023244,0.036814,0.024218,0.022037,0.025248
0.021161,0.024358,0.028322,0.021399,0.016812,0.022303,0.034683,0.023155,0.021714,0.024233
0.020557,0.023522,0.028595,0.021628,0.016708,0.023803,0.03296,0.024125,0.021201,0.023562
0.02065,0.024205,0.028383,0.022138,0.017153,0.024384,0.030898,0.022882,0.020977,0.024412
0.020189,0.023728,0.029271,0.021777,0.016999,0.023323,0.029263,0.02369,0.020974,0.02447
0.02013,0.024326,0.028474,0.021188,0.016754,0.023531,0.027741,0.023481,0.030081,0.026938
