NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.30915,1.1555,1.0058,1.0994,1.1698,1.1676,1.3334
0.031249,0.045141,0.030836,0.037748,0.019078,0.023755,0.019269
0.032298,0.045158,0.030049,0.21462,0.018854,0.023541,0.019855
0.036088,0.045847,0.029627,0.4483,0.018843,0.023723,0.019098
0.035223,0.048566,0.029732,0.38553,0.019187,0.025184,0.018719
0.036808,0.05058,0.029695,0.28109,0.018746,0.024446,0.019307
0.039389,0.049001,0.03023,0.2139,0.018931,0.024345,0.019358
0.035671,0.043554,0.030461,0.14806,0.018865,0.023563,0.019197
0.032569,0.039441,0.031429,0.14631,0.019068,0.023953,0.019054
0.034242,0.035781,0.03116,0.19173,0.018932,0.023875,0.019725
0.03099,0.034021,0.030363,0.17998,0.018823,0.0248,0.019915
0.030227,0.032721,0.030342,0.14717,0.018988,0.024619,0.018973
0.032998,0.031045,0.030085,0.10932,0.018947,0.024915,0.018977
0.031163,0.030422,0.029733,0.079401,0.018761,0.023918,0.019724
0.032427,0.030034,0.029965,0.070033,0.018845,0.023632,0.24993
0.031889,0.028546,0.030357,0.065617,0.022578,0.02359,0.28955
0.030479,0.027738,0.031013,0.060459,0.022665,0.024241,0.18258
0.030313,0.026778,0.030399,0.055071,0.019038,0.024039,0.12701
0.032767,0.026883,0.030826,0.049855,0.018996,0.024253,0.1336
0.030626,0.026142,0.030361,0.045108,0.01899,0.024165,0.13144
0.031667,0.026034,0.030302,0.042102,0.018973,0.023398,0.097579
0.032182,0.026043,0.029677,0.038958,0.018919,0.023259,0.077114
0.030242,0.025513,0.029827,0.038289,0.019131,0.023324,0.065481
0.029647,0.025381,0.030007,0.036786,0.019315,0.024411,0.050885
0.032958,0.025114,0.030601,0.035473,0.019346,0.024452,0.045353
0.031183,0.024753,0.030746,0.034419,0.019548,0.024729,0.043393
0.032704,0.024252,0.030849,0.034157,0.01936,0.023665,0.040006
0.032088,0.024088,0.030604,0.033775,0.019059,0.023504,0.037487
0.030793,0.024061,0.03048,0.033329,0.019078,0.023922,0.034811
0.031006,0.023573,0.029711,0.033751,0.019146,0.02452,0.034059
0.031975,0.023302,0.030252,0.033754,0.018814,0.023865,0.031591
0.031709,0.023445,0.030135,0.035148,0.018765,0.024571,0.03068
0.032645,0.023685,0.030238,0.034087,0.018868,0.024225,0.029215
0.031628,0.023671,0.030909,0.031581,0.018936,0.023414,0.029407
0.030071,0.023487,0.030272,0.029037,0.018995,0.023562,0.027959
0.031438,0.023257,0.030706,0.027094,0.018614,0.023887,0.026751
0.03291,0.023088,0.030766,0.026313,0.019096,0.02411,0.025887
