NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.31075,1.2027,1.2471,1.269,1.0911,1.023,1.1662,1.1906,1.0621,1.1661,1.0678,1.3565
0.02805,0.031612,0.070697,0.031967,0.03559,0.025645,0.028565,0.020787,0.02774,0.024758,0.028435,0.132
0.027934,0.031453,0.071943,0.033992,0.033607,0.026136,0.031332,0.020424,0.028059,0.026359,0.029625,0.096004
0.027243,0.030383,0.067175,0.032461,0.03441,0.025955,0.030448,0.020478,0.027816,0.025532,0.030517,0.058086
0.027109,0.02907,0.061869,0.03332,0.033479,0.02585,0.030893,0.020446,0.027472,0.024406,0.10243,0.048171
0.026911,0.028547,0.055631,0.033556,0.036001,0.025993,0.029962,0.020257,0.026789,0.024126,0.40246,0.054508
0.027187,0.030498,0.053951,0.033807,0.036451,0.025533,0.029491,0.020291,0.027585,0.024343,0.48268,0.056778
0.027041,0.030638,0.046243,0.032251,0.036927,0.025344,0.02843,0.020219,0.026465,0.02397,0.32335,0.055231
0.026359,0.031824,0.042922,0.031245,0.034721,0.025374,0.02894,0.020089,0.027399,0.024672,0.1969,0.053923
0.026525,0.031556,0.04118,0.033748,0.034161,0.025569,0.029344,0.019923,0.027346,0.02557,0.16217,0.055409
0.026579,0.031096,0.041566,0.03291,0.22801,0.026093,0.030638,0.020157,0.027416,0.025522,0.11851,0.051919
0.026096,0.029341,0.039548,0.033519,0.37014,0.026154,0.030154,0.019871,0.027906,0.024869,0.079985,0.046936
0.025952,0.029185,0.037578,0.03357,0.50603,0.025869,0.030005,0.019948,0.026918,0.024358,0.063256,0.041405
0.026331,0.030388,0.03684,0.033974,0.22546,0.02627,0.029274,0.0202,0.026456,0.024934,0.05686,0.039294
0.025878,0.030619,0.036519,0.031397,0.24859,0.026436,0.028213,0.020209,0.027816,0.025604,0.054192,0.038879
0.025972,0.031944,0.035268,0.031471,0.12925,0.0256,0.029062,0.020111,0.026511,0.025488,0.052793,0.037959
0.025755,0.031334,0.03444,0.032125,0.082357,0.026098,0.028512,0.020169,0.02804,0.025786,0.049776,0.038682
0.025468,0.029959,0.034106,0.032505,0.068683,0.025306,0.030537,0.020135,0.027778,0.024806,0.047891,0.037483
0.025431,0.029026,0.033173,0.033713,0.06266,0.026387,0.030349,0.020322,0.028046,0.024699,0.045332,0.035428
0.025172,0.03,0.032267,0.034402,0.055888,0.025725,0.030578,0.020001,0.027487,0.024664,0.042583,0.03363
0.025175,0.03035,0.033008,0.033129,0.051672,0.026095,0.030024,0.019942,0.027051,0.025492,0.041746,0.032926
0.025137,0.030828,0.033858,0.03183,0.046149,0.026625,0.028697,0.020094,0.026324,0.025688,0.038681,0.030724
0.025162,0.031335,0.034765,0.0313,0.045512,0.025783,0.02995,0.019918,0.027782,0.026234,0.040673,0.028775
0.025089,0.031062,0.035586,0.032589,0.042116,0.025711,0.028498,0.020116,0.026968,0.024956,0.0401,0.027408
0.025244,0.0301,0.035707,0.032311,0.044031,0.026235,0.029409,0.020019,0.027387,0.024535,0.040491,0.025995
0.025017,0.029556,0.036386,0.033949,0.043848,0.025774,0.029992,0.020287,0.028001,0.02382,0.040346,0.025
0.025137,0.030025,0.036103,0.033178,0.042302,0.025903,0.030094,0.020132,0.02789,0.023734,0.038922,0.023861
0.024837,0.03053,0.036479,0.033426,0.04087,0.025895,0.029586,0.020196,0.027603,0.024616,0.036265,0.023499
0.024988,0.030771,0.036821,0.031317,0.038664,0.026316,0.028702,0.020336,0.027022,0.024687,0.037074,0.022874
0.024782,0.031791,0.036871,0.031025,0.039177,0.026262,0.029626,0.020353,0.026725,0.025945,0.036402,0.022053
0.024592,0.03136,0.036673,0.032974,0.037726,0.025634,0.028082,0.0207,0.026815,0.02479,0.038932,0.021867
0.024845,0.030418,0.035578,0.033496,0.039726,0.025545,0.029625,0.020394,0.027415,0.024907,0.039734,0.020983
0.024494,0.029803,0.035313,0.034549,0.039374,0.025398,0.03079,0.02057,0.027268,0.024934,0.03822,0.020544
0.024561,0.029391,0.093826,0.033556,0.039491,0.02495,0.030182,0.020206,0.028804,0.13933,0.035871,0.020207
0.024554,0.03075,0.21437,0.032343,0.037487,0.025085,0.029806,0.020282,0.027821,0.16689,0.034062,0.020049
0.024696,0.031203,0.28936,0.031161,0.039484,0.026274,0.030174,0.020237,0.027393,0.2754,0.036426,0.020269
0.024747,0.031116,0.33639,0.030938,0.034327,0.026291,0.028997,0.020438,0.028733,0.26385,0.038754,0.018931
0.02511,0.031902,0.18543,0.033447,0.040058,0.026238,0.030259,0.020249,0.028475,0.17367,0.039876,0.019383
0.025462,0.030721,0.22571,0.033727,0.037023,0.025994,0.030194,0.020351,0.027361,0.28527,0.041302,0.019482
0.02582,0.029782,0.37052,0.036463,0.04474,0.026342,0.031464,0.020628,0.033879,0.42004,0.043167,0.01904
0.026708,0.029616,0.41846,0.036177,0.038901,0.026967,0.030513,0.020672,0.031239,0.24181,0.038499,0.019224
0.025282,0.030656,0.43073,0.034138,0.041476,0.027188,0.030233,0.020583,0.030236,0.19843,0.039505,0.019471
0.024603,0.031088,0.2608,0.031663,0.035178,0.026014,0.029686,0.020179,0.028849,0.15133,0.034315,0.018836
0.024913,0.032196,0.16573,0.031304,0.035579,0.026319,0.02905,0.019929,0.027029,0.10972,0.041935,0.018736
0.024144,0.031432,0.16048,0.033143,0.037479,0.026147,0.02887,0.01983,0.026911,0.09405,0.038734,0.018981
0.024175,0.030396,0.14269,0.033155,0.038274,0.026616,0.029663,0.02028,0.02751,0.10373,0.039177,0.018621
0.024484,0.029101,0.084782,0.033837,0.036408,0.02673,0.030175,0.021159,0.027596,0.084968,0.036559,0.018631
0.024425,0.028983,0.067292,0.033816,0.03588,0.026055,0.029558,0.02628,0.02834,0.075323,0.032784,0.018715
0.024243,0.030978,0.0634,0.032982,0.036711,0.026383,0.029825,0.020813,0.02827,0.066643,0.037073,0.019758
0.024303,0.031285,0.058952,0.03209,0.034005,0.026294,0.029243,0.023026,0.027877,0.062005,0.035363,0.040575
0.024085,0.031602,0.055792,0.031908,0.036796,0.026841,0.028595,0.082944,0.02707,0.059671,0.037923,0.10554
0.024495,0.030943,0.051733,0.033791,0.038156,0.026898,0.029745,0.21129,0.026548,0.055538,0.039065,0.14567
0.024197,0.030855,0.048555,0.034047,0.037481,0.026535,0.030148,0.13649,0.026846,0.05,0.038054,0.078501
0.024442,0.029523,0.045354,0.034618,0.036098,0.026507,0.030745,0.089381,0.027121,0.050445,0.035759,0.054065
0.02431,0.029029,0.042865,0.03334,0.034555,0.026832,0.03029,0.070767,0.026877,0.047765,0.034079,0.057001
0.02429,0.030602,0.041325,0.031925,0.036733,0.026391,0.03045,0.10159,0.027191,0.046035,0.033958,0.056503
0.024211,0.030957,0.041893,0.032046,0.034467,0.025921,0.030093,0.15488,0.027325,0.042723,0.037601,0.057091
0.024417,0.03197,0.0404,0.032574,0.036654,0.026367,0.029117,0.11232,0.027384,0.041244,0.040077,0.056755
0.02413,0.031188,0.038945,0.033576,0.038687,0.025643,0.029879,0.079835,0.026814,0.040496,0.039072,0.05988
0.02431,0.030495,0.03794,0.034041,0.036976,0.025814,0.029006,0.05812,0.026798,0.0384,0.037669,0.060153
0.024281,0.030287,0.036929,0.033236,0.036324,0.026111,0.029504,0.047319,0.027289,0.037816,0.033242,0.060824
0.024205,0.028808,0.036646,0.033056,0.036899,0.026026,0.030783,0.040311,0.026462,0.036812,0.036253,0.055083
0.024445,0.030348,0.035735,0.032675,0.033892,0.02623,0.031015,0.034747,0.027684,0.036265,0.035704,0.050801
0.024452,0.03086,0.035266,0.03185,0.035414,0.025444,0.029515,0.031337,0.027698,0.035444,0.038974,0.046764
0.024478,0.031823,0.03525,0.033515,0.037566,0.025299,0.029302,0.028933,0.02777,0.034012,0.038652,0.046385
0.024068,0.031798,0.034242,0.032917,0.03693,0.02561,0.028919,0.027405,0.027314,0.033592,0.03882,0.044117
0.023986,0.031449,0.034489,0.034782,0.035784,0.025729,0.02921,0.026306,0.026914,0.03201,0.03624,0.044127
0.024626,0.029789,0.034556,0.034077,0.033679,0.026072,0.029585,0.02523,0.026314,0.031651,0.034088,0.040597
0.02424,0.029322,0.034533,0.032601,0.035697,0.026134,0.03031,0.024395,0.027707,0.031749,0.035012,0.038868
0.024357,0.03041,0.034548,0.032009,0.032594,0.025898,0.030822,0.023716,0.026561,0.031788,0.037021,0.037305
0.024377,0.030832,0.033998,0.031434,0.035887,0.026233,0.030078,0.022878,0.027271,0.030913,0.039369,0.041733
0.024575,0.031268,0.034229,0.033553,0.040245,0.025983,0.029625,0.02264,0.027785,0.030069,0.040217,0.038288
0.024489,0.032468,0.034739,0.033659,0.23517,0.025263,0.028525,0.022446,0.027848,0.029572,0.03668,0.039963
0.024765,0.032119,0.034882,0.034907,0.27768,0.025469,0.028957,0.02236,0.02706,0.029508,0.035096,0.057458
0.02523,0.030446,0.033991,0.033851,0.41776,0.026095,0.028634,0.021912,0.026677,0.028892,0.036386,0.049411
0.024805,0.029768,0.03345,0.033159,0.26749,0.025531,0.029514,0.021533,0.026359,0.02914,0.032597,0.040759
0.024599,0.030614,0.03566,0.033568,0.48077,0.026134,0.030061,0.021603,0.027174,0.029155,0.038894,0.036295
0.027213,0.031325,0.033085,0.036973,0.44001,0.025969,0.030445,0.022235,0.026916,0.029089,0.040839,0.028394
0.033328,0.034284,0.044763,0.047243,0.41323,0.025603,0.029573,0.024527,0.027034,0.028568,0.045851,0.024468
0.029023,0.032712,0.036062,0.041451,0.25185,0.026004,0.028725,0.022455,0.02742,0.028229,0.040235,0.022362
0.024839,0.031967,0.032458,0.034547,0.14153,0.025797,0.02942,0.020955,0.027632,0.027821,0.034147,0.021053
0.024585,0.030954,0.03224,0.033626,0.094153,0.025263,0.028613,0.020847,0.026889,0.027667,0.033814,0.020294
0.024842,0.029319,0.031794,0.032516,0.075758,0.025379,0.030201,0.020927,0.02646,0.027616,0.035918,0.019897
0.024837,0.030609,0.031953,0.032115,0.065365,0.025268,0.030315,0.020822,0.027118,0.028091,0.038482,0.019488
0.025294,0.031933,0.030836,0.032274,0.060048,0.025627,0.030942,0.020889,0.026436,0.02802,0.039754,0.01926
0.025121,0.032278,0.031184,0.033746,0.055568,0.025341,0.02987,0.021018,0.027349,0.02705,0.037962,0.019
0.025029,0.03325,0.031676,0.034654,0.05269,0.025904,0.028965,0.021089,0.027011,0.026837,0.034242,0.018802
0.025224,0.031932,0.031714,0.034147,0.050745,0.0262,0.029622,0.020866,0.027558,0.027244,0.036164,0.018715
0.025003,0.030658,0.031619,0.033114,0.04879,0.026,0.028239,0.020724,0.027342,0.026915,0.03451,0.018625
0.025401,0.030203,0.031487,0.031758,0.04855,0.025486,0.02917,0.020548,0.026986,0.027015,0.039458,0.018416
0.025065,0.029865,0.031535,0.033644,0.047325,0.026226,0.030321,0.020713,0.02658,0.027333,0.040008,0.01839
0.02516,0.031307,0.030983,0.032679,0.045459,0.025959,0.030623,0.02055,0.027028,0.02754,0.039426,0.018719
0.02518,0.032309,0.031808,0.03422,0.04284,0.026167,0.030555,0.020462,0.026642,0.026936,0.037353,0.018532
0.025341,0.031943,0.031559,0.035416,0.04234,0.025859,0.028948,0.020522,0.027394,0.026293,0.033499,0.018474
0.025197,0.03196,0.03107,0.034851,0.04296,0.026283,0.029472,0.020312,0.027691,0.025901,0.034884,0.018436
0.025079,0.031076,0.031098,0.033552,0.040587,0.026658,0.029343,0.020489,0.027599,0.026024,0.03678,0.018283
0.024992,0.02989,0.030169,0.031673,0.0399,0.02601,0.028989,0.020309,0.026841,0.026273,0.039193,0.018181
0.024829,0.029814,0.029663,0.032362,0.039645,0.025743,0.029934,0.020297,0.026127,0.026253,0.040908,0.018136
0.025256,0.030491,0.029642,0.033347,0.038975,0.026079,0.029981,0.020213,0.027423,0.026326,0.039907,0.017931
0.025516,0.031556,0.044748,0.03393,0.036645,0.025667,0.030443,0.02034,0.027034,0.025707,0.041139,0.018025
0.025324,0.032206,0.18228,0.033934,0.038916,0.025883,0.029458,0.020216,0.027211,0.025602,0.049776,0.064732
0.025446,0.032529,0.32939,0.034832,0.03668,0.025888,0.02912,0.020367,0.027543,0.025872,0.038758,0.12874
0.026887,0.031648,0.4569,0.038461,0.047821,0.026021,0.029739,0.020848,0.027942,0.024974,0.047817,0.13991
0.026681,0.031229,0.35003,0.036143,0.042765,0.026411,0.029269,0.020819,0.026808,0.02537,0.046277,0.080612
