NaN,NaN,NaN,NaN,NaN,NaN
0.28352,1.2158,1.444,1.3199,1.4735,1.4971
0.030719,0.027153,0.028694,0.025579,0.03007,0.031285
0.030739,0.027112,0.02873,0.026391,0.029593,0.030369
0.029994,0.027025,0.028684,0.027741,0.028953,0.030252
0.030044,0.027247,0.028713,0.02795,0.029327,0.030373
0.03232,0.027088,0.028807,0.028451,0.030448,0.030421
0.031309,0.026839,0.028797,0.027707,0.030807,0.029926
0.03202,0.027171,0.028801,0.02726,0.030248,0.029601
0.032132,0.02712,0.028926,0.026659,0.030967,0.029491
0.031506,0.02683,0.028709,0.026667,0.030584,0.030374
0.031207,0.026996,0.028878,0.026826,0.030431,0.032443
0.03047,0.02707,0.02863,0.026779,0.029712,0.03124
0.030288,0.027109,0.028531,0.026718,0.029107,0.031096
0.030379,0.02685,0.028649,0.025945,0.029101,0.030668
0.029342,0.027029,0.028799,0.025657,0.029807,0.030488
0.029163,0.026988,0.028719,0.025881,0.030443,0.030208
0.030146,0.027164,0.028672,0.025528,0.030465,0.030409
0.032797,0.026905,0.0287,0.026244,0.030328,0.029962
0.031141,0.027204,0.02866,0.027878,0.030893,0.029705
0.032079,0.027023,0.02841,0.027467,0.0312,0.029442
0.032754,0.027269,0.028449,0.028167,0.030109,0.029618
0.031605,0.027213,0.028608,0.0279,0.030237,0.032252
0.030431,0.027004,0.028677,0.027114,0.029749,0.031237
0.030767,0.026877,0.028795,0.026919,0.029126,0.031253
0.030884,0.027146,0.028587,0.027095,0.029638,0.03093
0.029932,0.02725,0.028558,0.026907,0.030483,0.030118
0.029646,0.027601,0.028738,0.027109,0.02988,0.030275
0.029509,0.028145,0.028573,0.026386,0.030025,0.030263
0.030212,0.029243,0.028518,0.026129,0.030553,0.030124
0.033095,0.029089,0.028408,0.025763,0.030239,0.029601
0.032222,0.028862,0.028401,0.025662,0.030813,0.029682
0.032775,0.028514,0.028738,0.025782,0.030369,0.029642
0.032597,0.028022,0.02879,0.025514,0.029632,0.032119
0.031645,0.027715,0.028865,0.025673,0.029326,0.03168
0.030992,0.027822,0.028805,0.026894,0.029969,0.03097
0.030851,0.027424,0.0284,0.027362,0.030505,0.030943
0.031547,0.027186,0.028246,0.027953,0.030077,0.030197
0.030777,0.027206,0.028358,0.028225,0.030718,0.030214
0.031743,0.027419,0.028802,0.027827,0.030456,0.030256
0.032238,0.027156,0.028764,0.027106,0.030367,0.030115
0.032755,0.027214,0.028664,0.026967,0.029833,0.029878
0.033421,0.027115,0.028549,0.026868,0.029237,0.029647
0.032803,0.026865,0.028695,0.026812,0.029494,0.029479
0.031199,0.02707,0.028884,0.026858,0.029833,0.029932
0.030226,0.027177,0.028689,0.026616,0.030345,0.032551
0.030585,0.027191,0.028568,0.025836,0.030557,0.031198
0.030745,0.026906,0.028631,0.025709,0.030136,0.031098
0.029926,0.027048,0.028864,0.025913,0.030962,0.030751
0.03069,0.026826,0.028703,0.027253,0.030183,0.030245
0.032476,0.026936,0.028406,0.027401,0.030761,0.030243
0.032434,0.02709,0.028782,0.027864,0.029826,0.030234
0.033149,0.027089,0.028577,0.028222,0.029315,0.029951
0.032438,0.027022,0.02863,0.027857,0.028788,0.029545
0.031064,0.027003,0.028706,0.027334,0.029103,0.029734
0.030391,0.027088,0.02885,0.026952,0.030094,0.029727
0.030539,0.026862,0.028773,0.026662,0.030396,0.032444
0.030765,0.027105,0.028813,0.026763,0.030159,0.031567
0.030375,0.027489,0.028924,0.026465,0.030233,0.031161
0.030078,0.02771,0.028636,0.026074,0.030974,0.030665
0.029398,0.02813,0.028795,0.026035,0.030302,0.03054
