NaN,NaN,NaN,NaN,NaN
0.21368,1.5198,1.0441,0.88863,1.0168
0.022872,0.01599,0.029396,0.024859,0.026297
0.022735,0.015834,0.028919,0.024312,0.025552
0.022975,0.015722,0.028905,0.024076,0.025597
0.022959,0.015528,0.028279,0.023914,0.025545
0.022658,0.015544,0.028437,0.024944,0.024801
0.02277,0.01548,0.028323,0.026264,0.024025
0.022894,0.015092,0.02857,0.024557,0.024789
0.022901,0.015218,0.028682,0.025563,0.02521
0.022708,0.015254,0.028906,0.025253,0.025092
0.022677,0.01503,0.028593,0.024858,0.024676
0.02276,0.01518,0.029081,0.024342,0.02464
0.022747,0.015192,0.028697,0.023882,0.023753
0.023145,0.015226,0.027797,0.023911,0.024057
0.023,0.015208,0.029018,0.025476,0.023508
0.022803,0.015269,0.02843,0.02513,0.023217
0.02304,0.015304,0.028808,0.02512,0.022258
0.02297,0.015244,0.028853,0.025678,0.023494
0.023074,0.015393,0.032336,0.025479,0.02539
0.022835,0.015437,0.028362,0.02416,0.023561
0.022678,0.015245,0.027749,0.023785,0.023825
0.022796,0.015058,0.028116,0.025809,0.023281
0.022649,0.01512,0.02875,0.025138,0.022862
0.022642,0.015309,0.028652,0.024698,0.022571
0.022797,0.015276,0.028059,0.025898,0.02216
0.0228,0.015239,0.027969,0.025303,0.022125
0.022813,0.015167,0.027883,0.024593,0.022346
0.023063,0.015183,0.02783,0.024015,0.023459
0.023064,0.015158,0.028314,0.023796,0.023475
0.022985,0.01521,0.027926,0.02576,0.023296
0.022806,0.015309,0.027858,0.025089,0.02374
0.022818,0.015224,0.027697,0.025018,0.022806
0.022809,0.015247,0.028728,0.025669,0.023251
0.022956,0.015171,0.028212,0.025293,0.022899
0.022969,0.015281,0.027343,0.024653,0.022444
0.022992,0.015235,0.028704,0.024488,0.022843
0.022801,0.015458,0.027546,0.023961,0.022551
0.022885,0.015361,0.02798,0.02461,0.022583
0.022701,0.015379,0.028322,0.025689,0.02272
0.022707,0.015264,0.027734,0.025049,0.02411
0.022503,0.015314,0.027756,0.02572,0.024157
0.02326,0.0152,0.053774,0.031386,0.024635
0.086508,0.015345,0.14133,0.085795,0.05104
0.12278,0.015304,0.072795,0.066679,0.034947
0.83472,0.016375,0.10735,0.24425,0.093411
0.31171,0.015231,0.10273,0.19569,0.072613
0.12377,0.015303,0.037373,0.057913,0.10391
0.1068,0.015492,0.06457,0.33503,0.04316
0.078827,0.017135,0.12911,0.11274,0.1002
0.057099,0.016756,0.061053,0.060151,0.052893
0.057606,0.015756,0.070257,0.081394,0.066108
0.061499,0.015462,0.052531,0.044277,0.088663
0.05768,0.015314,0.038917,0.032448,0.24339
0.056328,0.015275,0.034439,0.026816,0.49466
0.048205,0.015311,0.033483,0.026286,0.42354
0.051338,0.01557,0.03045,0.025922,0.40577
0.037693,0.015394,0.030233,0.025353,0.23596
0.040058,0.015508,0.030161,0.02611,0.15038
0.035917,0.015389,0.029429,0.025147,0.068887
