NaN,NaN,NaN,NaN,NaN
0.39711,1.2231,1.1725,1.2709,1.1541
0.02711,0.030283,0.036347,0.028372,0.031326
0.027324,0.030135,0.035228,0.028438,0.030874
0.027631,0.030671,0.035156,0.028661,0.030613
0.027544,0.031842,0.034631,0.028443,0.030797
0.026971,0.031899,0.035243,0.02815,0.031648
0.026978,0.032688,0.036796,0.027833,0.031446
0.026835,0.030354,0.03604,0.027519,0.031605
0.026866,0.030414,0.036159,0.027301,0.031597
0.026978,0.030363,0.035142,0.027654,0.031062
0.026424,0.031683,0.035367,0.029067,0.03081
0.026342,0.031183,0.034385,0.028487,0.03081
0.026271,0.0326,0.035001,0.02938,0.030643
0.025978,0.031621,0.035989,0.029124,0.030547
0.026186,0.030184,0.036042,0.028727,0.031077
0.026078,0.030515,0.036156,0.028406,0.031741
0.026178,0.030646,0.03475,0.028503,0.03196
0.02698,0.031797,0.034237,0.028271,0.031517
0.027473,0.03157,0.032945,0.027996,0.030758
0.027463,0.031768,0.035749,0.027772,0.030342
0.027605,0.030682,0.033831,0.027457,0.030105
0.026933,0.030339,0.036438,0.027588,0.030178
0.026982,0.030437,0.035749,0.028464,0.031378
0.026867,0.031587,0.034684,0.028983,0.030584
0.02646,0.031555,0.034119,0.028719,0.032048
0.026575,0.032274,0.033326,0.02897,0.031394
0.025901,0.031038,0.034788,0.028441,0.030873
0.025928,0.030389,0.036208,0.028334,0.030609
0.025965,0.030178,0.035816,0.028458,0.047148
0.026117,0.03081,0.03626,0.028648,0.27551
0.026991,0.031797,0.035237,0.028002,0.5161
0.02656,0.031349,0.034701,0.027656,0.39158
0.025931,0.031991,0.033502,0.027677,0.16713
0.026356,0.030453,0.035881,0.027852,0.084216
0.02705,0.030499,0.036216,0.028907,0.066327
0.027006,0.030797,0.036966,0.028604,0.059738
0.027405,0.032377,0.035986,0.028758,0.050429
0.027513,0.031602,0.035217,0.028831,0.043861
0.026596,0.032558,0.034255,0.028518,0.041059
0.026732,0.03141,0.034092,0.028585,0.039337
0.026691,0.031001,0.036836,0.028444,0.037246
0.026593,0.03202,0.03667,0.027901,0.036569
0.026388,0.031443,0.036479,0.027741,0.035278
0.02619,0.032362,0.036233,0.027321,0.033781
0.026098,0.032466,0.035669,0.027477,0.034154
0.026359,0.031966,0.034114,0.027447,0.032718
0.026153,0.030469,0.033755,0.028152,0.032572
0.026058,0.029994,0.036657,0.028728,0.032449
0.025966,0.030139,0.035635,0.028577,0.03281
0.026587,0.031877,0.037,0.028908,0.03308
0.027072,0.031896,0.035954,0.028847,0.032316
0.027004,0.032377,0.034958,0.028293,0.030733
0.027446,0.031167,0.033684,0.02834,0.030969
0.027357,0.03036,0.033038,0.028374,0.030982
0.027052,0.030316,0.036035,0.02803,0.031066
0.02676,0.031642,0.034458,0.02759,0.031482
0.026775,0.031679,0.036792,0.027546,0.031059
0.026746,0.032624,0.036127,0.0272,0.032352
0.026186,0.031859,0.035641,0.027097,0.031242
0.02622,0.030764,0.034046,0.027523,0.02997
0.026195,0.0306,0.033128,0.028633,0.029869
0.026092,0.030877,0.036362,0.02828,0.029965
0.02597,0.032141,0.033847,0.028834,0.030631
0.025999,0.031986,0.037155,0.028716,0.030316
0.025991,0.031486,0.035833,0.028378,0.03137
0.026021,0.030842,0.035065,0.028417,0.031273
0.026043,0.030763,0.034088,0.028372,0.030607
0.02645,0.030873,0.032996,0.028446,0.029591
0.027292,0.03209,0.036272,0.028346,0.029587
0.027266,0.031293,0.034781,0.027813,0.029944
0.027465,0.032151,0.037138,0.027575,0.030157
0.027492,0.031707,0.035961,0.027343,0.030654
0.027095,0.030933,0.036428,0.027282,0.030989
0.027153,0.030734,0.035128,0.027637,0.03079
0.026508,0.031523,0.03377,0.028563,0.030589
0.026454,0.031477,0.036435,0.028476,0.030086
0.026227,0.032121,0.034478,0.028991,0.029481
0.026086,0.031661,0.036329,0.02895,0.029974
0.026055,0.030484,0.036608,0.028447,0.029572
0.026074,0.030632,0.036205,0.028277,0.030218
0.026085,0.030607,0.034308,0.028482,0.03037
0.025897,0.031566,0.034872,0.028263,0.031198
0.026058,0.031996,0.036586,0.027861,0.030891
0.026034,0.031551,0.036349,0.027503,0.029823
0.026044,0.030565,0.036544,0.027238,0.029466
0.027023,0.030659,0.03571,0.027041,0.029269
0.027023,0.030428,0.035405,0.02736,0.029368
0.027262,0.031889,0.033927,0.029006,0.030046
0.027316,0.031614,0.035875,0.028457,0.03028
0.026647,0.032672,0.035727,0.028877,0.030759
0.026862,0.031026,0.036217,0.028796,0.030813
0.026903,0.030708,0.035795,0.02841,0.030127
0.026588,0.030107,0.035403,0.028284,0.029332
0.026747,0.031959,0.03517,0.028683,0.029373
0.026121,0.031733,0.034035,0.028606,0.029232
0.026335,0.032291,0.035508,0.028153,0.030422
0.026197,0.031176,0.036027,0.027779,0.03029
0.026017,0.030744,0.036664,0.027363,0.030954
0.026087,0.030338,0.035909,0.027534,0.030615
0.026087,0.030506,0.035639,0.028542,0.029282
0.026148,0.032088,0.034281,0.028698,0.028837
0.026128,0.031806,0.034653,0.028557,0.029381
0.026303,0.031969,0.034312,0.028915,0.029298
0.027093,0.031272,0.036477,0.028271,0.029805
0.027383,0.030187,0.035435,0.02845,0.029951
0.027318,0.029965,0.035823,0.028563,0.03079
0.027729,0.032059,0.035577,0.028461,0.030815
0.02713,0.031721,0.035157,0.028376,0.030372
0.026984,0.032403,0.034106,0.027907,0.029284
0.026731,0.031118,0.03529,0.027712,0.029134
0.026557,0.030821,0.035927,0.027943,0.029226
0.026303,0.030214,0.035412,0.029345,0.029789
0.026124,0.031048,0.03617,0.028616,0.029643
0.026142,0.031367,0.035472,0.028853,0.03063
0.026227,0.032631,0.035017,0.028958,0.030984
0.025938,0.03151,0.033764,0.028664,0.030142
0.026201,0.030668,0.035617,0.028936,0.029291
0.025707,0.030357,0.036353,0.029296,0.029496
0.025916,0.030441,0.035845,0.028547,0.02964
0.026476,0.03248,0.035882,0.027881,0.029516
0.027317,0.032102,0.03516,0.027798,0.029604
0.027861,0.031913,0.035017,0.027774,0.030504
0.027383,0.031261,0.034244,0.027908,0.030951
0.027552,0.03069,0.035215,0.029106,0.030225
0.026773,0.030116,0.036344,0.028538,0.029064
0.026764,0.031871,0.036138,0.029087,0.02911
0.02677,0.03181,0.036464,0.02925,0.029495
0.026676,0.032425,0.034554,0.028751,0.029153
0.026365,0.031387,0.035159,0.028721,0.029547
0.025856,0.031227,0.034475,0.028799,0.030579
0.026057,0.031012,0.034519,0.028966,0.030778
0.025944,0.030625,0.03664,0.028097,0.030492
0.026037,0.032983,0.035831,0.027636,0.029129
0.025897,0.031665,0.036576,0.027868,0.028878
0.026172,0.033199,0.036097,0.027667,0.029451
0.027057,0.031612,0.035747,0.028153,0.028959
0.026992,0.030652,0.034087,0.029027,0.030122
0.027152,0.030356,0.033499,0.02877,0.030628
0.027364,0.031105,0.036164,0.029086,0.030943
0.027158,0.031915,0.036175,0.028863,0.030475
0.026684,0.032847,0.036678,0.028465,0.029486
0.026628,0.031862,0.03605,0.028591,0.029277
0.026464,0.030929,0.035519,0.02885,0.029427
0.026445,0.029886,0.03468,0.028571,0.029113
0.026199,0.030069,0.033714,0.028088,0.029761
0.026298,0.032431,0.03502,0.028049,0.030838
0.026264,0.031971,0.03584,0.027553,0.030363
0.026095,0.032951,0.036535,0.02827,0.030705
0.025912,0.031198,0.036433,0.028977,0.029895
0.025733,0.030701,0.035501,0.029137,0.029392
0.026767,0.030649,0.034229,0.029196,0.029496
0.027099,0.031344,0.033845,0.028755,0.029186
0.026975,0.031664,0.036981,0.028405,0.02961
0.027283,0.032143,0.036259,0.028483,0.030497
0.026929,0.031251,0.037313,0.028935,0.030536
0.026863,0.030593,0.035854,0.028288,0.029998
0.02689,0.030658,0.035403,0.028394,0.029873
0.02656,0.030671,0.034902,0.028229,0.029172
0.026573,0.032078,0.034083,0.027458,0.02971
0.026281,0.03232,0.036135,0.027699,0.029953
0.026191,0.031659,0.036529,0.028472,0.03007
0.026007,0.03132,0.036408,0.028717,0.030269
0.02608,0.030511,0.036643,0.028875,0.030961
0.026065,0.030193,0.035855,0.029184,0.030525
0.026188,0.031847,0.034684,0.02893,0.029459
0.026161,0.031272,0.03422,0.028749,0.029252
0.026451,0.032103,0.03617,0.028457,0.02948
0.026967,0.03178,0.036394,0.028975,0.029797
0.0272,0.03081,0.0368,0.028648,0.029644
0.027318,0.030702,0.036701,0.028148,0.029919
0.027092,0.030758,0.035943,0.027553,0.030737
0.026705,0.031512,0.035209,0.027627,0.030446
0.026722,0.032272,0.034478,0.027406,0.029959
0.026556,0.031521,0.035411,0.028295,0.029581
0.026578,0.031401,0.03656,0.028964,0.029382
0.026259,0.030855,0.036338,0.028961,0.029483
0.026128,0.030927,0.03668,0.029284,0.029775
0.026104,0.032669,0.036446,0.028743,0.030015
0.026165,0.031637,0.035755,0.02864,0.03075
0.026625,0.032417,0.034557,0.028848,0.030198
0.026076,0.032075,0.036952,0.028809,0.030062
0.026648,0.030912,0.036341,0.028447,0.029595
0.02727,0.030552,0.036906,0.027977,0.030472
0.027347,0.031961,0.036025,0.027704,0.02982
0.027226,0.031704,0.035435,0.02756,0.030197
0.027678,0.032051,0.034775,0.027723,0.030056
0.026718,0.031874,0.033737,0.028796,0.031824
0.026468,0.030759,0.036489,0.028767,0.031065
0.026583,0.030832,0.035685,0.02899,0.031042
0.026347,0.091148,0.75014,0.029135,0.030364
2.72,2.6986,2.0904,2.7364,2.8141
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0.90837,8.6284e-05,0,1.6194
2.7079,1.8473,2.8309,2.7274,1.1627
0.026782,0.03151,0.037696,0.029475,0.030298
0.026666,0.0316,0.036566,0.028875,0.03079
0.026695,0.032489,0.035647,0.028403,0.029833
0.026515,0.031042,0.034545,0.028467,0.029781
0.02625,0.030841,0.033319,0.028873,0.028753
0.02607,0.030801,0.036497,0.028387,0.029679
0.02613,0.030632,0.034634,0.028011,0.02934
0.026326,0.03141,0.037228,0.027995,0.029793
0.026189,0.032171,0.035875,0.027725,0.030107
0.025886,0.03221,0.035355,0.027992,0.030667
0.0268,0.03102,0.034958,0.027671,0.029887
0.026901,0.031489,0.19135,0.02885,0.029459
0.027414,0.049515,0.68086,0.029426,0.028943
0.027326,0.055181,0.51278,0.029244,0.02959
0.027022,0.045211,0.32216,0.029149,0.029444
0.026815,0.033296,0.30949,0.028984,0.029884
0.026528,0.031792,0.14654,0.028617,0.029583
0.026578,0.030695,0.077684,0.028454,0.030415
0.026773,0.030698,0.057612,0.028629,0.030454
0.026202,0.031136,0.051701,0.028097,0.030373
